string_protein_id	preferred_name	protein_size	annotation
511145.b0136	yadK	198	Putative fimbrial-like adhesin protein; Part of the yadCKLM-htrE-yadVN fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches.
511145.b0137	yadL	201	Putative fimbrial-like adhesin protein; Part of the yadCKLM-htrE-yadVN fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches.
511145.b0138	yadM	189	Putative fimbrial-like adhesin protein; Part of the yadCKLM-htrE-yadVN fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches.
511145.b0139	htrE	865	Putative outer membrane usher protein; Part of the yadCKLM-htrE-yadVN fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Probably involved in the export and assembly of fimbrial subunits across the outer membrane.
511145.b0140	yadV	246	Putative periplasmic pilin chaperone; Part of the yadCKLM-htrE-yadVN fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches.
511145.b0141	yadN	194	Putative fimbrial-like adhesin protein; Part of the yadCKLM-htrE-yadVN fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches.
511145.b0142	folK	159	7,8-dihydro-6-hydroxymethylpterin- pyrophosphokinase; Protein involved in folic acid biosynthetic process; Belongs to the HPPK family.
511145.b0143	pcnB	465	poly(A) polymerase; Adds poly(A) tail to the 3' end of many RNAs, which usually targets these RNAs for decay. Plays a significant role in the global control of gene expression, through influencing the rate of transcript degradation, and in the general RNA quality control. Rho-independent transcription terminators may serve as polyadenylation signals. Seems to be involved in plasmid copy number control. Belongs to the tRNA nucleotidyltransferase/poly(A) polymerase family.
511145.b0144	gluQ	308	glutamyl-Q tRNA(Asp) synthetase; Catalyzes the tRNA-independent activation of glutamate in presence of ATP and the subsequent transfer of glutamate onto tRNA(Asp). Glutamate is transferred on the 2-amino-5-(4,5-dihydroxy-2- cyclopenten-1-yl) moiety of the queuosine in position 34 of the tRNA(Asp), the wobble position of the QUC anticodon. Does not transfer glutamate to either tRNA(Glu) or tRNA(Gln). The incapacity of the glutamylated tRNA(Asp) to bind elongation factor Tu suggests that it is not involved in ribosomal protein biosynthesis.
511145.b0145	dksA	151	Transcriptional regulator of rRNA transcription; Transcription factor that acts by binding directly to the RNA polymerase (RNAP). Required for negative regulation of rRNA expression and positive regulation of several amino acid biosynthesis promoters. Also required for regulation of fis expression. Binding to RNAP disrupts interaction of RNAP with DNA, inhibits formation of initiation complexes, and amplifies effects of ppGpp and the initiating NTP on rRNA transcription. Inhibits transcript elongation, exonucleolytic RNA cleavage and pyrophosphorolysis, and increases intrinsic terminat [...] 
511145.b0146	sfsA	234	Sugar fermentation stimulation protein A; Binds to DNA non-specifically. Could be a regulatory factor involved in maltose metabolism.
511145.b0147	ligT	176	2'-5' RNA ligase; Hydrolyzes RNA 2',3'-cyclic phosphodiester to an RNA 2'- phosphomonoester. In vitro, can also ligate 5' and 3' half-tRNA molecules with 2',3'-cyclic phosphate and 5'-hydroxyl termini, respectively, to the product containing the 2'-5' phosphodiester linkage. This reaction does not require ATP and is reversible. Belongs to the 2H phosphoesterase superfamily. ThpR family.
511145.b0148	hrpB	809	Helicase, ATP-dependent; Protein involved in DNA-dependent DNA replication.
511145.b0149	mrcB	844	Fused glycosyl transferase and transpeptidase; Cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross- linking of the peptide subunits); In the N-terminal section; belongs to the glycosyltransferase 51 family.
511145.b0150	fhuA	747	Ferrichrome outer membrane transporter; Involved in the uptake of iron in complex with ferrichrome, a hydroxamate-type siderophore. Binds and transports ferrichrome-iron across the outer membrane. In addition to its role in ferrichrome-iron transport, transports the antibiotic albomycin, which is a structural analog of ferrichrome, and acts as a receptor for colicin M, microcin J25 and bacteriophages T1, T5, phi80 and UC-1. The energy source, which is required for all FhuA functions except infection by phage T5, is provided by the inner membrane TonB system.
511145.b0151	fhuC	265	Iron(3+)-hydroxamate import ABC transporter ATPase; Part of the ABC transporter complex FhuCDB involved in iron(3+)-hydroxamate import. Responsible for energy coupling to the transport system.
511145.b0152	fhuD	296	Iron(3+)-hydroxamate import ABC transporter periplasmic binding protein; Part of the ABC transporter complex FhuCDB involved in iron(3+)-hydroxamate import. Binds the iron(3+)-hydroxamate complex and transfers it to the membrane-bound permease. Required for the transport of all iron(3+)-hydroxamate siderophores such as ferrichrome, gallichrome, desferrioxamine, coprogen, aerobactin, shizokinen, rhodotorulic acid and the antibiotic albomycin.
511145.b0153	fhuB	660	Iron(3+)-hydroxamate import ABC transporter permease; Part of the ABC transporter complex FhuCDB involved in iron(3+)-hydroxamate import. Responsible for the translocation of the substrate across the membrane.
511145.b0154	hemL	426	Glutamate-1-semialdehyde aminotransferase (aminomutase).
511145.b0155	clcA	473	H(+)/Cl(-) exchange transporter; Proton-coupled chloride transporter. Functions as antiport system and exchanges two chloride ions for 1 proton. Probably acts as an electrical shunt for an outwardly-directed proton pump that is linked to amino acid decarboxylation, as part of the extreme acid resistance (XAR) response.
511145.b0156	erpA	114	Iron-sulfur cluster insertion protein; Probably involved in the insertion of Fe-S clusters into apoproteins in vivo including IspG and/or IspH. Essential for growth under aerobic conditions and for anaerobic respiration but not for fermentation. In vitro it binds Fe-S clusters and transfers them to apo-IspG, which is involved in quinone biosynthesis among many other cell components. Experiments indicate that it is probably also involved in the insertion of other Fe-S clusters than IspG/IspH; Belongs to the HesB/IscA family.
511145.b0157	yadS	207	UPF0126 family inner membrane protein.
511145.b0158	btuF	266	Vitamin B12 ABC transporter periplasmic binding protein; Part of the ABC transporter complex BtuCDF involved in vitamin B12 import. Binds vitamin B12 and delivers it to the periplasmic surface of BtuC.
511145.b0159	mtn	232	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase; Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S-adenosylhomocysteine (SAH/AdoHcy) to adenine and the corresponding thioribose, 5'- methylthioribose and S-ribosylhomocysteine, respectively. Also cleaves 5'-deoxyadenosine, a toxic by-product of radical S-adenosylmethionine (SAM) enzymes, into 5- deoxyribose and adenine. Thus, is required for in vivo function of the radical SAM enzymes biotin synthase and lipoic acid synthase, that are inhibited by 5'-deoxyadenosine accumulati [...] 
511145.b0160	dgt	505	Deoxyguanosine triphosphate triphosphohydrolase; dGTPase preferentially hydrolyzes dGTP over the other canonical NTPs; Belongs to the dGTPase family. Type 1 subfamily.
511145.b0161	degP	474	Serine endoprotease (protease Do), membrane-associated; DegP acts as a chaperone at low temperatures but switches to a peptidase (heat shock protein) at higher temperatures. Degrades transiently denatured and unfolded or misfolded proteins which accumulate in the periplasm following heat shock or other stress conditions. DegP is efficient with Val-Xaa and Ile-Xaa peptide bonds, suggesting a preference for beta-branched side chain amino acids. Only unfolded proteins devoid of disulfide bonds appear capable of being cleaved, thereby preventing non-specific proteolysis of folded proteins. [...] 
511145.b0162	cdaR	385	Carbohydrate diacid regulon transcriptional regulator; Seems to regulate the expression of the operons for the enzymes involved in D-galactarate, D-glucarate and D-glycerate utilization.
511145.b0163	yaeH	128	UPF0325 family protein; Putative structural protein; Belongs to the UPF0325 family.
511145.b0164	yaeI	270	Phosphodiesterase with model substrate bis-pNPP; Shows phosphodiesterase activity, hydrolyzing phosphodiester bond in the artificial chromogenic substrate bis-p-nitrophenyl phosphate (bis-pNPP); Belongs to the metallophosphoesterase superfamily.
511145.b0166	dapD	274	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase; Protein involved in lysine biosynthetic process via diaminopimelate; Belongs to the transferase hexapeptide repeat family.
511145.b0167	glnD	890	Uridylyltransferase; Modifies, by uridylylation and deuridylylation, the PII regulatory proteins GlnB and GlnK, in response to the nitrogen status of the cell that GlnD senses through the glutamine level. Under low glutamine levels, catalyzes the conversion of the PII proteins and UTP to PII-UMP and PPi, while under higher glutamine levels, GlnD hydrolyzes PII-UMP to PII and UMP (deuridylylation). Thus, controls uridylylation state and activity of the PII proteins, and plays an important role in the regulation of nitrogen assimilation and metabolism.
511145.b0168	map	264	Methionine aminopeptidase; Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed. Belongs to the peptidase M24A family. Methionine aminopeptidase type 1 subfamily.
511145.b0169	rpsB	241	30S ribosomal subunit protein S2; Required for ribosomal protein S1 to bind to the 30S subunit.
511145.b0170	tsf	283	Translation elongation factor EF-Ts; Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome.  (Microbial infection) Promotes the tRNase activity of CdiA-CT from E.coli strain EC869 (CdiA-CT-EC869); required in vivo but less so in vitro. Probably loads charged tRNA onto EF-Tu, making more ternary GTP-EF-Tu-aa-tRNA complexes. The guanine nucleotide exchange factor capacity of this protein does not seem to be needed as no GTP hydrolysis occurs during tRNA cleavag [...] 
511145.b0171	pyrH	241	Uridylate kinase; Catalyzes the reversible phosphorylation of UMP to UDP, with ATP as the most efficient phosphate donor.
511145.b0172	frr	185	Ribosome recycling factor; Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another.
511145.b0173	dxr	398	1-deoxy-D-xylulose 5-phosphate reductoisomerase; Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4- phosphate (MEP).
511145.b0174	ispU	253	Undecaprenyl pyrophosphate synthase; Generates ditrans,octacis-undecaprenyl pyrophosphate (UPP) from isopentenyl pyrophosphate (IPP) and farnesyl diphosphate (FPP). UPP is the precursor of glycosyl carrier lipid in the biosynthesis of bacterial cell wall polysaccharide components such as peptidoglycan and lipopolysaccharide; Belongs to the UPP synthase family.
511145.b0175	cdsA	285	CDP-diglyceride synthetase; Protein involved in phospholipid biosynthetic process.
511145.b0176	rseP	450	Inner membrane zinc RIP metalloprotease; A site-2 regulated intramembrane protease (S2P) that cleaves the peptide bond between 'Ala-108' and 'Cys-109' in the transmembrane region of RseA. Part of a regulated intramembrane proteolysis (RIP) cascade. Acts on DegS-cleaved RseA to release the cytoplasmic domain of RseA, residue 'Val-148' of RseA may be required for this. This provides the cell with sigma-E (RpoE) activity through the proteolysis of RseA. Can also cleave sequences in transmembrane regions of other proteins (such as LacY) as well as liberated signal peptides of beta-lactamas [...] 
