"uniprot","qualifier","go_term","name","locus"
"P39582",NA,"GO:0004659","1,4-dihydroxy-2-naphthoate octaprenyltransferase","BSU_38490"
"P39582",NA,"GO:0009234","1,4-dihydroxy-2-naphthoate octaprenyltransferase","BSU_38490"
"P39582",NA,"GO:0032194","1,4-dihydroxy-2-naphthoate octaprenyltransferase","BSU_38490"
"P39580",NA,"GO:0016746","Teichoic acid D-alanyltransferase","BSU_38510"
"P39577",NA,"GO:0016020","Uncharacterized oxidoreductase DltE","BSU_38540"
"P39574",NA,"GO:0004335","Galactokinase","BSU_38200"
"P39574",NA,"GO:0006012","Galactokinase","BSU_38200"
"P39574",NA,"GO:0005829","Galactokinase","BSU_38200"
"P39158",NA,"GO:0010468","Cold shock protein CspC","BSU_05120"
"P39158",NA,"GO:0003676","Cold shock protein CspC","BSU_05120"
"P39156",NA,"GO:0019316","Putative sugar phosphate isomerase YwlF","BSU_36920"
"P39156",NA,"GO:0004751","Putative sugar phosphate isomerase YwlF","BSU_36920"
"P39156",NA,"GO:0009052","Putative sugar phosphate isomerase YwlF","BSU_36920"
"P39155",NA,"GO:0004725","Protein-arginine-phosphatase","BSU_36930"
"P39153",NA,"GO:0006450","Threonylcarbamoyl-AMP synthase","BSU_36950"
"P39153",NA,"GO:0016779","Threonylcarbamoyl-AMP synthase","BSU_36950"
"P39153",NA,"GO:0000049","Threonylcarbamoyl-AMP synthase","BSU_36950"
"P39153",NA,"GO:0005737","Threonylcarbamoyl-AMP synthase","BSU_36950"
"P39149",NA,"GO:0004845","Uracil phosphoribosyltransferase","BSU_36890"
"P39149",NA,"GO:0005737","Uracil phosphoribosyltransferase","BSU_36890"
"P39148",NA,"GO:0046653","Serine hydroxymethyltransferase","BSU_36900"
"P39148",NA,"GO:0004372","Serine hydroxymethyltransferase","BSU_36900"
"P39148",NA,"GO:0019264","Serine hydroxymethyltransferase","BSU_36900"
"P39148",NA,"GO:0046655","Serine hydroxymethyltransferase","BSU_36900"
"P39148",NA,"GO:0005737","Serine hydroxymethyltransferase","BSU_36900"
"P39148",NA,"GO:0030170","Serine hydroxymethyltransferase","BSU_36900"
"P39148",NA,"GO:0070905","Serine hydroxymethyltransferase","BSU_36900"
"P39148",NA,"GO:0006565","Serine hydroxymethyltransferase","BSU_36900"
"P39148",NA,"GO:0005829","Serine hydroxymethyltransferase","BSU_36900"
"P39148",NA,"GO:0006730","Serine hydroxymethyltransferase","BSU_36900"
"P39148",NA,"GO:0008270","Serine hydroxymethyltransferase","BSU_36900"
"P39145",NA,"GO:0006270","ComF operon protein 1","BSU_35470"
"P39145",NA,"GO:0006310","ComF operon protein 1","BSU_35470"
"P39145",NA,"GO:0006302","ComF operon protein 1","BSU_35470"
"P39145",NA,"GO:0043138","ComF operon protein 1","BSU_35470"
"P39145",NA,"GO:0006268","ComF operon protein 1","BSU_35470"
"P39143",NA,"GO:0005829","Transcription activator GutR","BSU_06140"
"P39143",NA,"GO:0051607","Transcription activator GutR","BSU_06140"
"P39142",NA,"GO:0005829","Pyrimidine-nucleoside phosphorylase","BSU_39400"
"P39142",NA,"GO:0009032","Pyrimidine-nucleoside phosphorylase","BSU_39400"
"P39141",NA,"GO:0005337","Nucleoside permease NupC","BSU_39410"
"P39141",NA,"GO:0005886","Nucleoside permease NupC","BSU_39410"
"P39141",NA,"GO:1901642","Nucleoside permease NupC","BSU_39410"
"P39141",NA,"GO:0015293","Nucleoside permease NupC","BSU_39410"
"P39138",NA,"GO:0004053","Arginase","BSU_40320"
"P39138",NA,"GO:0030145","Arginase","BSU_40320"
"P39138",NA,"GO:0019547","Arginase","BSU_40320"
"P39138",NA,"GO:0005737","Arginase","BSU_40320"
"P39137",NA,"GO:0003333","Amino-acid permease RocE","BSU_40330"
"P39137",NA,"GO:0015171","Amino-acid permease RocE","BSU_40330"
"P39134",NA,"GO:0004672","Protein PrkA","BSU_08970"
"P39127",NA,"GO:0006355","HTH-type transcriptional regulator CitR","BSU_09430"
"P39127",NA,"GO:0000976","HTH-type transcriptional regulator CitR","BSU_09430"
"P39123",NA,"GO:0030170","Glycogen phosphorylase","BSU_30940"
"P39123",NA,"GO:0005737","Glycogen phosphorylase","BSU_30940"
"P39123",NA,"GO:0008184","Glycogen phosphorylase","BSU_30940"
"P39123",NA,"GO:0005980","Glycogen phosphorylase","BSU_30940"
"P39121",NA,"GO:0009264","Deoxyribose-phosphate aldolase","BSU_39420"
"P39121",NA,"GO:0004139","Deoxyribose-phosphate aldolase","BSU_39420"
"P39121",NA,"GO:0016052","Deoxyribose-phosphate aldolase","BSU_39420"
"P39120",NA,"GO:0005975","Citrate synthase 2","BSU_29140"
"P39120",NA,"GO:0004108","Citrate synthase 2","BSU_29140"
"P39120",NA,"GO:0006099","Citrate synthase 2","BSU_29140"
"P39119",NA,"GO:0005975","Citrate synthase 1","BSU_09440"
"P39119",NA,"GO:0006099","Citrate synthase 1","BSU_09440"
"P39119",NA,"GO:0004108","Citrate synthase 1","BSU_09440"
"P39118",NA,"GO:0005737","1,4-alpha-glucan branching enzyme GlgB","BSU_30980"
"P39118",NA,"GO:0005829","1,4-alpha-glucan branching enzyme GlgB","BSU_30980"
"P39118",NA,"GO:0005978","1,4-alpha-glucan branching enzyme GlgB","BSU_30980"
"P39118",NA,"GO:0003844","1,4-alpha-glucan branching enzyme GlgB","BSU_30980"
"P39074",NA,"GO:0004143","Putative lipid kinase BmrU","BSU_24000"
"P39071",NA,"GO:0016616","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase","BSU_32000"
"P39067",NA,"GO:0004407","Acetoin utilization protein AcuC","BSU_29710"
"P39067",NA,"GO:0016575","Acetoin utilization protein AcuC","BSU_29710"
"P39063",NA,"GO:0005886","Uncharacterized protein YtxD","BSU_29730"
"P39063",NA,"GO:0071978","Uncharacterized protein YtxD","BSU_29730"
"P39062",NA,"GO:0005829","Acetyl-coenzyme A synthetase","BSU_29680"
"P39062",NA,"GO:0003987","Acetyl-coenzyme A synthetase","BSU_29680"
"P39062",NA,"GO:0006085","Acetyl-coenzyme A synthetase","BSU_29680"
"P70947",NA,"GO:0000287","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU","BSU_11140"
"P70947",NA,"GO:0016791","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU","BSU_11140"
"P70947",NA,"GO:0005829","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU","BSU_11140"
"P55181",NA,"GO:0000976","Uncharacterized HTH-type transcriptional regulator YxjO","BSU_38880"
"P55181",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YxjO","BSU_38880"
"P30300",NA,"GO:0001072","Glycerol uptake operon antiterminator regulatory protein","BSU_09270"
"Q08352",NA,"GO:0006524","Alanine dehydrogenase","BSU_31930"
"Q08352",NA,"GO:0000286","Alanine dehydrogenase","BSU_31930"
"Q08792",NA,"GO:0008483","Uncharacterized HTH-type transcriptional regulator YcxD","BSU_03560"
"Q08792",NA,"GO:1901605","Uncharacterized HTH-type transcriptional regulator YcxD","BSU_03560"
"Q08787",NA,"GO:0043041","Surfactin synthase subunit 3","BSU_03510"
"Q08787",NA,"GO:0005737","Surfactin synthase subunit 3","BSU_03510"
"Q08787",NA,"GO:0044550","Surfactin synthase subunit 3","BSU_03510"
"Q08787",NA,"GO:0031177","Surfactin synthase subunit 3","BSU_03510"
"P09339",NA,"GO:0030350","Aconitate/2-methylaconitate hydratase","BSU_18000"
"P09339",NA,"GO:0051539","Aconitate/2-methylaconitate hydratase","BSU_18000"
"P09339",NA,"GO:0006099","Aconitate/2-methylaconitate hydratase","BSU_18000"
"P09339",NA,"GO:0005829","Aconitate/2-methylaconitate hydratase","BSU_18000"
"P09339",NA,"GO:0003994","Aconitate/2-methylaconitate hydratase","BSU_18000"
"P09339",NA,"GO:0006101","Aconitate/2-methylaconitate hydratase","BSU_18000"
"P31114",NA,"GO:0008299","Heptaprenyl diphosphate synthase component 2","BSU_22740"
"P31114",NA,"GO:0004659","Heptaprenyl diphosphate synthase component 2","BSU_22740"
"P31113",NA,"GO:0008168","Demethylmenaquinone methyltransferase","BSU_22750"
"P31104",NA,"GO:0010181","Chorismate synthase","BSU_22710"
"P31104",NA,"GO:0005829","Chorismate synthase","BSU_22710"
"P31104",NA,"GO:0009073","Chorismate synthase","BSU_22710"
"P31104",NA,"GO:0009423","Chorismate synthase","BSU_22710"
"P31104",NA,"GO:0004107","Chorismate synthase","BSU_22710"
"P31103",NA,"GO:0004550","Nucleoside diphosphate kinase","BSU_22730"
"P31102",NA,"GO:0003856","3-dehydroquinate synthase","BSU_22700"
"P31102",NA,"GO:0009073","3-dehydroquinate synthase","BSU_22700"
"P71082",NA,"GO:0055085","Putative multidrug export ATP-binding/permease protein YgaD","BSU_08690"
"P71082",NA,"GO:0042626","Putative multidrug export ATP-binding/permease protein YgaD","BSU_08690"
"P51833",NA,"GO:0004525","Ribonuclease 3","BSU_15930"
"P51833",NA,"GO:0006396","Ribonuclease 3","BSU_15930"
"P51833",NA,"GO:0010468","Ribonuclease 3","BSU_15930"
"P51833",NA,"GO:0003725","Ribonuclease 3","BSU_15930"
"P51831",NA,"GO:0016616","3-oxoacyl-[acyl-carrier-protein] reductase FabG","BSU_15910"
"P51831",NA,"GO:0030497","3-oxoacyl-[acyl-carrier-protein] reductase FabG","BSU_15910"
"P51785",NA,"GO:0016836","Dihydroxy-acid dehydratase","BSU_21870"
"P51785",NA,"GO:0005829","Dihydroxy-acid dehydratase","BSU_21870"
"P50866",NA,"GO:0051301","ATP-dependent Clp protease ATP-binding subunit ClpX","BSU_28220"
"P50866",NA,"GO:0016887","ATP-dependent Clp protease ATP-binding subunit ClpX","BSU_28220"
"P50866",NA,"GO:0009376","ATP-dependent Clp protease ATP-binding subunit ClpX","BSU_28220"
"P50866",NA,"GO:0005524","ATP-dependent Clp protease ATP-binding subunit ClpX","BSU_28220"
"P50866",NA,"GO:0051603","ATP-dependent Clp protease ATP-binding subunit ClpX","BSU_28220"
"P50849",NA,"GO:0005829","Polyribonucleotide nucleotidyltransferase","BSU_16690"
"P50849",NA,"GO:0004654","Polyribonucleotide nucleotidyltransferase","BSU_16690"
"P50849",NA,"GO:0006401","Polyribonucleotide nucleotidyltransferase","BSU_16690"
"P50849",NA,"GO:0000175","Polyribonucleotide nucleotidyltransferase","BSU_16690"
"P50844",NA,"GO:0003700","HTH-type transcriptional regulator KdgR","BSU_22120"
"P50844",NA,"GO:0000976","HTH-type transcriptional regulator KdgR","BSU_22120"
"P50844",NA,"GO:0006355","HTH-type transcriptional regulator KdgR","BSU_22120"
"P50843",NA,"GO:0042840","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase","BSU_22130"
"P50843",NA,"GO:0008697","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase","BSU_22130"
"P50843",NA,"GO:0019698","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase","BSU_22130"
"P50843",NA,"GO:0046872","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase","BSU_22130"
"P50842",NA,"GO:0016616","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase","BSU_22140"
"P50831",NA,"GO:0003678","Probable ATP-dependent helicase YpvA","BSU_22150"
"P50830",NA,"GO:0043138","Uncharacterized ATP-dependent helicase YprA","BSU_22220"
"P50830",NA,"GO:0036297","Uncharacterized ATP-dependent helicase YprA","BSU_22220"
"P50830",NA,"GO:0006289","Uncharacterized ATP-dependent helicase YprA","BSU_22220"
"P25811",NA,"GO:0005737","tRNA modification GTPase MnmE","BSU_41020"
"P25811",NA,"GO:0030488","tRNA modification GTPase MnmE","BSU_41020"
"P25811",NA,"GO:0002098","tRNA modification GTPase MnmE","BSU_41020"
"P25811",NA,"GO:0005829","tRNA modification GTPase MnmE","BSU_41020"
"P25812",NA,"GO:0002098","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","BSU_41010"
"P25812",NA,"GO:0005829","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","BSU_41010"
"P25812",NA,"GO:0030488","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","BSU_41010"
"P25812",NA,"GO:0050660","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","BSU_41010"
"P25813",NA,"GO:0005829","Ribosomal RNA small subunit methyltransferase G","BSU_41000"
"P25813",NA,"GO:0070043","Ribosomal RNA small subunit methyltransferase G","BSU_41000"
"P25953",NA,"GO:0005886","ComG operon protein 1","BSU_24730"
"P25953",NA,"GO:0016887","ComG operon protein 1","BSU_24730"
"P25052",NA,"GO:0005829","Aminopyrimidine aminohydrolase","BSU_11650"
"P25144",NA,"GO:0000976","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0006355","Catabolite control protein A","BSU_29740"
"P25144",NA,"GO:0003700","Catabolite control protein A","BSU_29740"
"P27876",NA,"GO:0006094","Triosephosphate isomerase","BSU_33920"
"P27876",NA,"GO:0006096","Triosephosphate isomerase","BSU_33920"
"P27876",NA,"GO:0019563","Triosephosphate isomerase","BSU_33920"
"P27876",NA,"GO:0004807","Triosephosphate isomerase","BSU_33920"
"P27876",NA,"GO:0005829","Triosephosphate isomerase","BSU_33920"
"P27876",NA,"GO:0046166","Triosephosphate isomerase","BSU_33920"
"P10475",NA,"GO:0005576","Endoglucanase","BSU_18130"
"P10475",NA,"GO:0008422","Endoglucanase","BSU_18130"
"P10475",NA,"GO:0009986","Endoglucanase","BSU_18130"
"P10475",NA,"GO:0009251","Endoglucanase","BSU_18130"
"O34317",NA,"GO:0008410","Probable coenzyme A transferase subunit alpha","BSU_19730"
"O34565",NA,"GO:0000107","Imidazole glycerol phosphate synthase subunit HisH","BSU_34890"
"P27643",NA,"GO:0016887","Stage V sporulation protein K","BSU_17420"
"P81102",NA,"GO:0016491","Putative NAD(P)H nitroreductase YodC","BSU_19550"
"P81101",NA,"GO:0006412","Ribosome-recycling factor","BSU_16520"
"P81101",NA,"GO:0043023","Ribosome-recycling factor","BSU_16520"
"P80885",NA,"GO:0004743","Pyruvate kinase","BSU_29180"
"P80885",NA,"GO:0005829","Pyruvate kinase","BSU_29180"
"P80885",NA,"GO:0006096","Pyruvate kinase","BSU_29180"
"P80885",NA,"GO:0005737","Pyruvate kinase","BSU_29180"
"P80874",NA,"GO:0005829","Aldo-keto reductase YhdN","BSU_09530"
"P80869",NA,"GO:0016616","Glucose 1-dehydrogenase 2","BSU_02830"
"P80868",NA,"GO:0005829","Elongation factor G","BSU_01120"
"P80868",NA,"GO:0032790","Elongation factor G","BSU_01120"
"P80865",NA,"GO:0006099","Succinate--CoA ligase [ADP-forming] subunit alpha","BSU_16100"
"P80865",NA,"GO:0009361","Succinate--CoA ligase [ADP-forming] subunit alpha","BSU_16100"
"P80865",NA,"GO:0004776","Succinate--CoA ligase [ADP-forming] subunit alpha","BSU_16100"
"P80865",NA,"GO:0004775","Succinate--CoA ligase [ADP-forming] subunit alpha","BSU_16100"
"P80700",NA,"GO:0003746","Elongation factor Ts","BSU_16500"
"P80700",NA,"GO:0006414","Elongation factor Ts","BSU_16500"
"P28819",NA,"GO:0000162","Aminodeoxychorismate/anthranilate synthase component 2","BSU_00750"
"P10727",NA,"GO:0043856","Anti-sigma F factor antagonist","BSU_23470"
"P10726",NA,"GO:0006355","RNA polymerase sigma-D factor","BSU_16470"
"P10725",NA,"GO:0030170","Alanine racemase 1","BSU_04640"
"P10725",NA,"GO:0009252","Alanine racemase 1","BSU_04640"
"P10725",NA,"GO:0030632","Alanine racemase 1","BSU_04640"
"P10725",NA,"GO:0008784","Alanine racemase 1","BSU_04640"
"P10725",NA,"GO:0005829","Alanine racemase 1","BSU_04640"
"P10944",NA,"GO:0004397","Histidine ammonia-lyase","BSU_39350"
"P10944",NA,"GO:0006548","Histidine ammonia-lyase","BSU_39350"
"C0SPB6",NA,"GO:0003697","Single-stranded DNA-binding protein B","BSU_36310"
"C0SPB6",NA,"GO:0009295","Single-stranded DNA-binding protein B","BSU_36310"
"C0SPB6",NA,"GO:0051096","Single-stranded DNA-binding protein B","BSU_36310"
"C0SPB2",NA,"GO:0016020","Putative metabolite transport protein YwtG","BSU_35830"
"C0SPB2",NA,"GO:0055085","Putative metabolite transport protein YwtG","BSU_35830"
"C0SPB2",NA,"GO:0015293","Putative metabolite transport protein YwtG","BSU_35830"
"C0SPB0",NA,"GO:0006637","Uncharacterized acyl--CoA ligase YtcI","BSU_29560"
"C0SPB0",NA,"GO:0004321","Uncharacterized acyl--CoA ligase YtcI","BSU_29560"
"C0SPB0",NA,"GO:0015645","Uncharacterized acyl--CoA ligase YtcI","BSU_29560"
"C0SPB0",NA,"GO:0006633","Uncharacterized acyl--CoA ligase YtcI","BSU_29560"
"C0SPA8",NA,"GO:0042276","DNA repair protein homolog YobH","BSU_18930"
"C0SPA8",NA,"GO:0009432","DNA repair protein homolog YobH","BSU_18930"
"C0SPA8",NA,"GO:0003887","DNA repair protein homolog YobH","BSU_18930"
"C0SPA5",NA,"GO:0016616","Probable formaldehyde dehydrogenase AdhA","BSU_27010"
"C0SP99",NA,"GO:0071972","Putative L,D-transpeptidase YciB","BSU_03350"
"C0SP99",NA,"GO:0018104","Putative L,D-transpeptidase YciB","BSU_03350"
"C0SP95",NA,"GO:0005886","Copper transport protein YcnJ","BSU_03950"
"C0SP94",NA,"GO:0030288","Putative ABC transporter substrate-binding lipoprotein YhfQ","BSU_10330"
"C0SP90",NA,"GO:0009055","Putative cytochrome bd menaquinol oxidase subunit I","BSU_30710"
"C0SP90",NA,"GO:0019646","Putative cytochrome bd menaquinol oxidase subunit I","BSU_30710"
"C0SP90",NA,"GO:0070069","Putative cytochrome bd menaquinol oxidase subunit I","BSU_30710"
"C0SP90",NA,"GO:0016682","Putative cytochrome bd menaquinol oxidase subunit I","BSU_30710"
"C0SP90",NA,"GO:0005886","Putative cytochrome bd menaquinol oxidase subunit I","BSU_30710"
"C0SP90",NA,"GO:0020037","Putative cytochrome bd menaquinol oxidase subunit I","BSU_30710"
"C0SP84",NA,"GO:0006810","Putative binding protein YtlA","BSU_30595"
"C0SP78",NA,"GO:0016020","Manganese efflux system protein MneP","BSU_05470"
"C0SP78",NA,"GO:0008324","Manganese efflux system protein MneP","BSU_05470"
"P0CI78",NA,"GO:0006412","50S ribosomal protein L24","BSU_01270"
"P0CI78",NA,"GO:0022625","50S ribosomal protein L24","BSU_01270"
"P80244",NA,"GO:0051117","ATP-dependent Clp protease proteolytic subunit","BSU_34540"
"P80244",NA,"GO:0004176","ATP-dependent Clp protease proteolytic subunit","BSU_34540"
"P80244",NA,"GO:0004252","ATP-dependent Clp protease proteolytic subunit","BSU_34540"
"P80244",NA,"GO:0006515","ATP-dependent Clp protease proteolytic subunit","BSU_34540"
"P80244",NA,"GO:0009368","ATP-dependent Clp protease proteolytic subunit","BSU_34540"
"P80240",NA,"GO:0006354","Transcription elongation factor GreA","BSU_27320"
"O34940",NA,"GO:0019853","Putative sugar lactone lactonase YvrE","BSU_33200"
"O34940",NA,"GO:0005509","Putative sugar lactone lactonase YvrE","BSU_33200"
"O34940",NA,"GO:0004341","Putative sugar lactone lactonase YvrE","BSU_33200"
"P80643",NA,"GO:0000036","Acyl carrier protein","BSU_15920"
"P80643",NA,"GO:0000035","Acyl carrier protein","BSU_15920"
"P80643",NA,"GO:0005829","Acyl carrier protein","BSU_15920"
"P80643",NA,"GO:0009245","Acyl carrier protein","BSU_15920"
"P46353",NA,"GO:0005829","Phosphopentomutase","BSU_23500"
"P46353",NA,"GO:0008973","Phosphopentomutase","BSU_23500"
"P46329",NA,"GO:0005737","Putative aldehyde dehydrogenase AldX","BSU_39860"
"P46329",NA,"GO:0006081","Putative aldehyde dehydrogenase AldX","BSU_39860"
"P46329",NA,"GO:0004029","Putative aldehyde dehydrogenase AldX","BSU_39860"
"P46322",NA,"GO:0046474","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","BSU_16920"
"P46317",NA,"GO:0005886","Lichenan permease IIC component","BSU_38580"
"P46317",NA,"GO:1901264","Lichenan permease IIC component","BSU_38580"
"P46898",NA,"GO:0002181","50S ribosomal protein L6","BSU_01310"
"P46898",NA,"GO:0022625","50S ribosomal protein L6","BSU_01310"
"P46898",NA,"GO:0003735","50S ribosomal protein L6","BSU_01310"
"P46208",NA,"GO:0009408","Chaperone protein HtpG","BSU_39820"
"P46208",NA,"GO:0005829","Chaperone protein HtpG","BSU_39820"
"P46208",NA,"GO:0006457","Chaperone protein HtpG","BSU_39820"
"P46208",NA,"GO:0051082","Chaperone protein HtpG","BSU_39820"
"P46208",NA,"GO:0006974","Chaperone protein HtpG","BSU_39820"
"P46208",NA,"GO:0016887","Chaperone protein HtpG","BSU_39820"
"P46921",NA,"GO:0015226","Glycine betaine transport system permease protein OpuAB","BSU_02990"
"P46921",NA,"GO:0005275","Glycine betaine transport system permease protein OpuAB","BSU_02990"
"P46921",NA,"GO:0015871","Glycine betaine transport system permease protein OpuAB","BSU_02990"
"P46921",NA,"GO:0043190","Glycine betaine transport system permease protein OpuAB","BSU_02990"
"P46921",NA,"GO:1902603","Glycine betaine transport system permease protein OpuAB","BSU_02990"
"P46921",NA,"GO:0031460","Glycine betaine transport system permease protein OpuAB","BSU_02990"
"P46919",NA,"GO:0005829","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","BSU_22830"
"P46919",NA,"GO:0047952","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","BSU_22830"
"P46919",NA,"GO:0006072","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","BSU_22830"
"P46918",NA,"GO:0016757","Minor teichoic acid biosynthesis protein GgaB","BSU_35680"
"P46917",NA,"GO:0016757","Minor teichoic acid biosynthesis protein GgaA","BSU_35690"
"P46915",NA,"GO:0016757","Spore coat protein SA","BSU_30910"
"P46908",NA,"GO:0003700","Anaerobic regulatory protein","BSU_37310"
"P46908",NA,"GO:0005829","Anaerobic regulatory protein","BSU_37310"
