InteractionId	Interaction_type	Interaction_subtype	Citation	Interactor1	commonName1	Role1	Interactor2	commonName2	Role2	interactor1_uniprot_id	interactor1_name	interactor2_uniprot_id	interactor2_name	source
WBInteraction000505466	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006604	tra-1	Bait	WBGene00003241	mig-5	Target	P34708	tra-1	Q22227	mig-5	wormbase
WBInteraction000505467	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006604	tra-1	Bait	WBGene00003621	nhr-22	Target	P34708	tra-1	Q09587	nhr-22	wormbase
WBInteraction000505468	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006604	tra-1	Bait	WBGene00003845	odd-1	Target	P34708	tra-1	P41995	odd-1	wormbase
WBInteraction000505469	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006604	tra-1	Bait	WBGene00004096	pqm-1	Target	P34708	tra-1	G5EFY7	pqm-1	wormbase
WBInteraction000505470	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006604	tra-1	Bait	WBGene00004857	sma-3	Target	P34708	tra-1	P45896	sma-3	wormbase
WBInteraction000505471	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006604	tra-1	Bait	WBGene00018833	ztf-1	Target	P34708	tra-1	P34450	ztf-1	wormbase
WBInteraction000505472	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006604	tra-1	Bait	WBGene00003037	lin-54	Target	P34708	tra-1	Q95QD7	lin-54	wormbase
WBInteraction000505478	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00012626	famh-161	Bait	WBGene00018833	ztf-1	Target	Q9XX47	famh-161	P34450	ztf-1	wormbase
WBInteraction000505479	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00012626	famh-161	Bait	WBGene00003037	lin-54	Target	Q9XX47	famh-161	Q95QD7	lin-54	wormbase
WBInteraction000505483	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006970	zag-1	Bait	WBGene00003854	odr-7	Target	G5EBU4	zag-1	P41933	odr-7	wormbase
WBInteraction000505484	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006970	zag-1	Bait	WBGene00006580	tlp-1	Target	G5EBU4	zag-1	G5EGF8	tlp-1	wormbase
WBInteraction000505485	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006970	zag-1	Bait	WBGene00006970	zag-1	Target	G5EBU4	zag-1	G5EBU4	zag-1	wormbase
WBInteraction000505486	Physical	ProteinDNA	Deplancke B et al. (2006) Cell A gene-centered C. elegans protein-DNA interaction network.	WBGene00006970	zag-1	Bait	WBGene00018833	ztf-1	Target	G5EBU4	zag-1	P34450	ztf-1	wormbase
WBInteraction000505500	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000435	ceh-10	Bait	WBGene00016310	txt-18	Target	P41935	ceh-10	Q09262	C32D5.1	wormbase
WBInteraction000505501	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000435	ceh-10	Bait	WBGene00004096	pqm-1	Target	P41935	ceh-10	G5EFY7	pqm-1	wormbase
WBInteraction000505502	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000435	ceh-10	Bait	WBGene00018833	ztf-1	Target	P41935	ceh-10	P34450	ztf-1	wormbase
WBInteraction000505503	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000435	ceh-10	Bait	WBGene00000435	ceh-10	Target	P41935	ceh-10	P41935	ceh-10	wormbase
WBInteraction000505504	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000438	ceh-14	Bait	WBGene00016310	txt-18	Target	P20271	ceh-14	Q09262	C32D5.1	wormbase
WBInteraction000505505	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000438	ceh-14	Bait	WBGene00000440	ceh-17	Target	P20271	ceh-14	G5EC89	ceh-17	wormbase
WBInteraction000505506	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00003102	mab-5	Target	P34663	ceh-23	P10038	mab-5	wormbase
WBInteraction000505508	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00016310	txt-18	Target	P34663	ceh-23	Q09262	C32D5.1	wormbase
WBInteraction000505509	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00000458	ceh-37	Target	P34663	ceh-23	Q93356	ceh-37	wormbase
WBInteraction000505510	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00000440	ceh-17	Target	P34663	ceh-23	G5EC89	ceh-17	wormbase
WBInteraction000505512	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00018833	ztf-1	Target	P34663	ceh-23	P34450	ztf-1	wormbase
WBInteraction000505513	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00006778	unc-42	Target	P34663	ceh-23	L8E946	unc-42	wormbase
WBInteraction000505514	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00003037	lin-54	Target	P34663	ceh-23	Q95QD7	lin-54	wormbase
WBInteraction000505515	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00044330	alr-1	Target	P34663	ceh-23	Q21836	alr-1	wormbase
WBInteraction000505516	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00003600	nhr-1	Target	P34663	ceh-23	Q21878	nhr-1	wormbase
WBInteraction000505517	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00006652	ttx-1	Target	P34663	ceh-23	Q9U2Z0	ttx-1	wormbase
WBInteraction000505520	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000446	ceh-23	Bait	WBGene00000433	ceh-8	Target	P34663	ceh-23	Q94398	ceh-8	wormbase
WBInteraction000505522	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000457	ceh-36	Bait	WBGene00003102	mab-5	Target	Q93352	ceh-36	P10038	mab-5	wormbase
WBInteraction000505524	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000457	ceh-36	Bait	WBGene00003854	odr-7	Target	Q93352	ceh-36	P41933	odr-7	wormbase
WBInteraction000505525	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000463	ceh-43	Bait	WBGene00003102	mab-5	Target	Q18273	ceh-43	P10038	mab-5	wormbase
WBInteraction000505526	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000463	ceh-43	Bait	WBGene00016310	txt-18	Target	Q18273	ceh-43	Q09262	C32D5.1	wormbase
WBInteraction000505528	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000483	che-1	Bait	WBGene00000440	ceh-17	Target	Q966L8	che-1	G5EC89	ceh-17	wormbase
WBInteraction000505529	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000483	che-1	Bait	WBGene00006778	unc-42	Target	Q966L8	che-1	L8E946	unc-42	wormbase
WBInteraction000505530	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000914	daf-19	Bait	WBGene00001174	egl-5	Target	Q09555	daf-19	P17486	egl-5	wormbase
WBInteraction000505532	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000914	daf-19	Bait	WBGene00000899	daf-3	Target	Q09555	daf-19	Q95QI7	daf-3	wormbase
WBInteraction000505535	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000899	daf-3	Bait	WBGene00016310	txt-18	Target	Q95QI7	daf-3	Q09262	C32D5.1	wormbase
WBInteraction000505536	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000899	daf-3	Bait	WBGene00003377	mls-2	Target	Q95QI7	daf-3	Q18533	mls-2	wormbase
WBInteraction000505538	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000899	daf-3	Bait	WBGene00017326	dmd-5	Target	Q95QI7	daf-3	Q19291	dmd-5	wormbase
WBInteraction000505539	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000899	daf-3	Bait	WBGene00003701	nhr-111	Target	Q95QI7	daf-3	O45521	nhr-111	wormbase
WBInteraction000505540	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000899	daf-3	Bait	WBGene00009939	ztf-11	Target	Q95QI7	daf-3	O02274	ztf-11	wormbase
WBInteraction000505542	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000899	daf-3	Bait	WBGene00006778	unc-42	Target	Q95QI7	daf-3	L8E946	unc-42	wormbase
WBInteraction000505544	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000899	daf-3	Bait	WBGene00000912	daf-16	Target	Q95QI7	daf-3	O16850	daf-16	wormbase
WBInteraction000505546	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000899	daf-3	Bait	WBGene00003933	pat-9	Target	Q95QI7	daf-3	Q22829	pat-9	wormbase
WBInteraction000505549	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000899	daf-3	Bait	WBGene00004024	php-3	Target	Q95QI7	daf-3	Q9XW88	php-3	wormbase
WBInteraction000505552	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00000899	daf-3	Bait	WBGene00000433	ceh-8	Target	Q95QI7	daf-3	Q94398	ceh-8	wormbase
WBInteraction000505556	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00001207	egl-43	Bait	WBGene00009939	ztf-11	Target	Q22024	egl-43	O02274	ztf-11	wormbase
WBInteraction000505557	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00001207	egl-43	Bait	WBGene00044068	syd-9	Target	Q22024	egl-43	A0A5E4M3Q4	syd-9	wormbase
WBInteraction000505558	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00002987	lim-4	Bait	WBGene00001948	hlh-1	Target	G5EEA1	lim-4	P22980	hlh-1	wormbase
WBInteraction000505560	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00003182	mef-2	Bait	WBGene00010453	fozi-1	Target	Q9U325	mef-2	P34489	fozi-1	wormbase
WBInteraction000505561	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00003182	mef-2	Bait	WBGene00018833	ztf-1	Target	Q9U325	mef-2	P34450	ztf-1	wormbase
WBInteraction000505562	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00003182	mef-2	Bait	WBGene00012317	ztf-6	Target	Q9U325	mef-2	G5EC77	ztf-6	wormbase
WBInteraction000505563	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00003605	nhr-6	Bait	WBGene00001959	hlh-15	Target	P41829	nhr-6	Q18590	hlh-15	wormbase
WBInteraction000505564	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00003605	nhr-6	Bait	WBGene00000437	ceh-13	Target	P41829	nhr-6	P17488	ceh-13	wormbase
WBInteraction000505565	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00003605	nhr-6	Bait	WBGene00004027	pie-1	Target	P41829	nhr-6	Q94131	pie-1	wormbase
WBInteraction000505573	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006543	tbx-2	Bait	WBGene00003511	mxl-3	Target	Q19691	tbx-2	Q18711	mxl-3	wormbase
WBInteraction000505574	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006543	tbx-2	Bait	WBGene00003378	mml-1	Target	Q19691	tbx-2	P41846	mml-1	wormbase
WBInteraction000505575	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006543	tbx-2	Bait	WBGene00003933	pat-9	Target	Q19691	tbx-2	Q22829	pat-9	wormbase
WBInteraction000505576	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00003609	nhr-10	Target	P52906	unc-30	P41999	nhr-10	wormbase
WBInteraction000505577	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00006766	unc-30	Target	P52906	unc-30	P52906	unc-30	wormbase
WBInteraction000505578	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00001174	egl-5	Target	P52906	unc-30	P17486	egl-5	wormbase
WBInteraction000505579	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00003102	mab-5	Target	P52906	unc-30	P10038	mab-5	wormbase
WBInteraction000505580	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00001096	dsc-1	Target	P52906	unc-30	Q93246	dsc-1	wormbase
WBInteraction000505582	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00000463	ceh-43	Target	P52906	unc-30	Q18273	ceh-43	wormbase
WBInteraction000505584	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00000458	ceh-37	Target	P52906	unc-30	Q93356	ceh-37	wormbase
WBInteraction000505585	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00003377	mls-2	Target	P52906	unc-30	Q18533	mls-2	wormbase
WBInteraction000505586	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00003605	nhr-6	Target	P52906	unc-30	P41829	nhr-6	wormbase
WBInteraction000505587	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00000899	daf-3	Target	P52906	unc-30	Q95QI7	daf-3	wormbase
WBInteraction000505589	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00003701	nhr-111	Target	P52906	unc-30	O45521	nhr-111	wormbase
WBInteraction000505590	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00003087	lsy-2	Target	P52906	unc-30	Q9N5S3	lsy-2	wormbase
WBInteraction000505592	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00009939	ztf-11	Target	P52906	unc-30	O02274	ztf-11	wormbase
WBInteraction000505593	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00018833	ztf-1	Target	P52906	unc-30	P34450	ztf-1	wormbase
WBInteraction000505595	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00006778	unc-42	Target	P52906	unc-30	L8E946	unc-42	wormbase
WBInteraction000505596	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00003037	lin-54	Target	P52906	unc-30	Q95QD7	lin-54	wormbase
WBInteraction000505597	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00019424	aptf-1	Target	P52906	unc-30	Q09585	aptf-1	wormbase
WBInteraction000505598	Physical	ProteinDNA	Vermeirssen V et al. (2007) Genome Res Transcription factor modularity in a gene-centered C. elegans core neuronal ....	WBGene00006766	unc-30	Bait	WBGene00044330	alr-1	Target	P52906	unc-30	Q21836	alr-1	wormbase
