From	Entry	Entry Name	Protein names	Gene Names	Gene Names (synonym)	PubMed ID
Q6DEL8	Q6DEL8	Q6DEL8_DANRE	Cyclin-dependent kinases regulatory subunit	zgc:101026 cks1b		23594743; 26469318; 27189481
F1QFN3	F1QFN3	F1QFN3_DANRE	deleted			
Q5TZ16	Q5TZ16	Q5TZ16_DANRE	Gamma-aminobutyric acid receptor subunit rho-1 precursor (Gamma-aminobutyric acid type A receptor subunit rho1)	si:dkey-77b17.3 gabrr1		17256142; 20804179; 23594743; 24269726; 26469318; 25733401; 26688189; 27453477; 28834696; 30004691; 29702678
Q6DRD1	Q6DRD1	Q6DRD1_DANRE	ATP synthase subunit O, mitochondrial (Oligomycin sensitivity conferral protein)	atp5o wu:fk86d05 zgc:109976 atp5po	wu:fk86d05 zgc:109976	15256591; 23594743; 26469318; 27189481; 28138518; 28252024
Q561Y1	Q561Y1	Q561Y1_DANRE	26S proteasome non-ATPase regulatory subunit 4	psmd4 im:6912672 wu:fc68c04 zgc:110247 psmd4b	im:6912672 wu:fc68c04 zgc:110247	16109975; 23594743; 26469318; 28252024
F1QE38	F1QE38	F1QE38_DANRE	Receptor-type tyrosine-protein phosphatase alpha (EC 3.1.3.48)	RPTP[a] ptpra		12086467; 16132106; 20188722; 20838449; 23594743; 23974070; 28252024; 28814789
Q803L5	Q803L5	Q803L5_DANRE	Serine/threonine kinase 38a (Serine/threonine-protein kinase 38 (EC 2.7.11.1)) (Zgc:55572)	zgc:55572 wu:fj80h03 stk38a	wu:fj80h03	23594743; 25014315; 25601102; 26469318
Q7ZW02	Q7ZW02	CHPT1_DANRE	Cholinephosphotransferase 1 (EC 2.7.8.2) (Diacylglycerol cholinephosphotransferase 1)	chpt1		23594743
B8A5N7	B8A5N7	B8A5N7_DANRE	M-phase inducer phosphatase (EC 3.1.3.48)	cdc25 cdc25A sb:cb317 cdc25b	cdc25A sb:cb317	10727871; 17969147; 19092113; 19014929; 19063878; 23594743; 27189481; 27267667; 29088751; 28222105; 30061596
B8JHS6	B8JHS6	B8JHS6_DANRE	deleted			
F1QJ75	F1QJ75	F1QJ75_DANRE	deleted			
B8A668	B8A668	B8A668_DANRE	Calponin	si:dkey-121b10.6 cnn1a		22855693; 23594743; 24440334; 24611545
Q567B1	Q567B1	OTU1_DANRE	Ubiquitin thioesterase OTU1 (EC 3.4.19.12)	yod1 zgc:112182		
Q803J3	Q803J3	Q803J3_DANRE	Ras-related protein Rab-2A (EC 3.6.5.2)	cb75 fb57e06 rab2 wu:fb57e06 rab2a	fb57e06 rab2 wu:fb57e06	14718378; 23594743; 26469318; 28396820; 28252024
F1QHN1	F1QHN1	F1QHN1_DANRE	deleted			
E7F1D9	E7F1D9	E7F1D9_DANRE	Synaptotagmin IXa (Synaptotagmin-9)	syt9a		23594743
B8JKN6	B8JKN6	B8JKN6_DANRE	deleted			
F1QHM4	F1QHM4	F1QHM4_DANRE	deleted			
Q5RIC5	Q5RIC5	Q5RIC5_DANRE	DNA replication licensing factor MCM3 (EC 3.6.4.12)	MCM3z cb32 chunp6867 wu:fa26g03 mcm3	cb32 chunp6867 wu:fa26g03	9409775; 15716491; 18974873; 19656853; 23737474; 23594743; 26321646; 25564650; 26469318; 27189481; 26981540
Q5RI06	Q5RI06	Q5RI06_DANRE	Prostaglandin G/H synthase 2 (EC 1.14.99.1) (Cyclooxygenase-2) (PHS II) (Prostaglandin H2 synthase 2) (Prostaglandin-endoperoxide synthase 2)	si:dkey-97o5.6 ptgs2b		17112475; 17471498; 17256142; 18272595; 18718920; 23594743; 29689525; 29793103; 29679858; 30143654; 30685088
Q5BJJ2	A0A2R8Q924	A0A2R8Q924_DANRE	Large ribosomal subunit protein uL3 (60S ribosomal protein L3)	rpl3		23594743; 36653451
Q803J2	Q803J2	Q803J2_DANRE	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	ube2n wu:fb11b03 wu:fc08b06 zgc:55726 ube2na CH211-276P10.3-001	wu:fb11b03 wu:fc08b06 zgc:55726	18305245; 20353558; 20556485; 22055568; 23594743; 26469318; 27189481; 27886581; 28252024
B7ZCQ5	B7ZCQ5	B7ZCQ5_DANRE	deleted			
F1QEG9	F1QEG9	F1QEG9_DANRE	deleted			
Q6PC12	Q6PC12	Q6PC12_DANRE	deleted			
F1QFC0	F1QFC0	F1QFC0_DANRE	deleted			
F1QFB9	F1QFB9	F1QFB9_DANRE	deleted			
Q7ZVN7	Q7ZVN7	MED15_DANRE	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	med15 pcqap zgc:55839	pcqap	17208216
Q7T1A1	Q7T1A1	Q7T1A1_DANRE	Dopamine D2c receptor (Dopamine receptor D2b)	drd2c drd2b		15188433; 16339273; 20846403; 22207143; 23118857; 23594743; 29145140; 30031347; 29482023; 29377542; 29935279
Q7ZUH1	Q7ZUH1	RTRAF_DANRE	RNA transcription, translation and transport factor protein	rtraf zgc:56576		
A5WWE4	A5WWE4	A5WWE4_DANRE	deleted			
Q7ZVD4	Q7ZVD4	Q7ZVD4_DANRE	Sf3a2 protein (Splicing factor 3A subunit 2) (Splicing factor 3a, subunit 2)	zgc:56097 zgc:77448 sf3a2	zgc:77448	23594743; 24531765; 26469318; 27189481
Q7T314	Q7T314	Q7T314_DANRE	Mitochondrial import receptor subunit TOM40 homolog (Translocase of outer membrane 40 kDa subunit homolog)	wu:fb68h07 zgc:64168 tomm40	zgc:64168	23594743; 27086301; 28252024
Q8UVQ7	Q90275	CADH2_DANRE	Cadherin-2 (Neural cadherin) (N-cadherin) (Parachute) (ZNCAD)	cdh2 pac	pac	12020083; 12091300; 7873785; 21115806; 22184198; 33004519
Q90275	Q90275	CADH2_DANRE	Cadherin-2 (Neural cadherin) (N-cadherin) (Parachute) (ZNCAD)	cdh2 pac	pac	12020083; 12091300; 7873785; 21115806; 22184198; 33004519
Q6ZM34	Q6ZM34	Q6ZM34_DANRE	Vacuolar protein sorting-associated protein 35	bZ34G2.3 si:rp71-34g2.3 wu:fa66e03 wu:fb95c08 zgc:136268 vps35	si:rp71-34g2.3 wu:fa66e03 wu:fb95c08 zgc:136268	23594743; 26469318; 26161877; 27189481; 28252024
F1QIB2	F1QIB2	F1QIB2_DANRE	Cleavage stimulation factor subunit 3 (Cleavage stimulation factor, 3' pre-RNA, subunit 3)	wu:fa99c02 wu:fb18b09 zgc:56028 cstf3	wu:fb18b09 zgc:56028	15256591; 18307296; 18992736; 20603019; 23594743; 24951566; 26469318; 27189481; 27880902
C1JIE2	C1JIE2	C1JIE2_DANRE	SIM bHLH transcription factor 1b (Sim1b long isoform)	si:ch211-152c2.1 sim1b		19234064; 19449054; 23594743; 27189481
Q6NYD6	Q6NYD6	Q6NYD6_DANRE	RAB5B, member RAS oncogene family (Ras-related protein Rab-5B)	zgc:76978 rab5b		19389629; 21976318; 23594743; 25478908; 28396820; 28252024
Q6NZZ9	Q6NZZ9	RBM22_DANRE	Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22)	rbm22 zgc:77910		15256591; 20013661
Q7ZUZ7	Q7ZUZ7	Q7ZUZ7_DANRE	ADP-ribosylation factor	arf1l fa19d09 wu:fa19d09 wu:fb19d05 arf2b	fa19d09 wu:fa19d09 wu:fb19d05	16132083; 20816853; 20392139; 23594743; 26469318; 28252024
Q1LVF2	Q6PC93	NMNA2_DANRE	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 (NMN/NaMN adenylyltransferase 2) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide mononucleotide adenylyltransferase 2) (NMN adenylyltransferase 2) (Nicotinate-nucleotide adenylyltransferase 2) (NaMN adenylyltransferase 2)	nmnat2 si:dkey-161l11.3		23594743
Q6PC93	Q6PC93	NMNA2_DANRE	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 (NMN/NaMN adenylyltransferase 2) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide mononucleotide adenylyltransferase 2) (NMN adenylyltransferase 2) (Nicotinate-nucleotide adenylyltransferase 2) (NaMN adenylyltransferase 2)	nmnat2 si:dkey-161l11.3		23594743
Q6NYY9	Q6NYY9	VMP1_DANRE	Vacuole membrane protein 1	vmp1		31526472
Q561X2	Q561X2	Q561X2_DANRE	Tmed9 protein (Transmembrane emp24 domain-containing protein 9 isoform X1) (Transmembrane p24-trafficking protein 9)	sb:cb294 wu:fi23g02 zgc:110394 zgc:110656 tmed9	wu:fi23g02 zgc:110394 zgc:110656	23594743
Q9I879	Q9I879	Q9I879_DANRE	Basic helix-loop-helix ARNT-like protein 1 (Aryl hydrocarbon receptor nuclear translocator-like protein 1) (Brain and muscle ARNT-like 1)	bmal1a bmal1 wu:fa04g03 zfBMAL1 arntl1a	bmal1 wu:fa04g03 zfBMAL1	10760301; 14653994; 15591021; 15657039; 16428465; 17622340; 23594743; 29072584; 28992476; 28993021; 29027256; 30045561
F1QAS4	F1QAS4	F1QAS4_DANRE	deleted			
Q568P9	Q568P9	HENMT_DANRE	Small RNA 2'-O-methyltransferase (EC 2.1.1.386) (HEN1 methyltransferase homolog 1)	henmt1 si:ch211-199m3.6 zgc:110175		23594743; 20859253
Q5RH79	Q568P9	HENMT_DANRE	Small RNA 2'-O-methyltransferase (EC 2.1.1.386) (HEN1 methyltransferase homolog 1)	henmt1 si:ch211-199m3.6 zgc:110175		23594743; 20859253
F1QAP6	A0A8M1PAP8	A0A8M1PAP8_DANRE	Phosphoinositide phospholipase C (EC 3.1.4.11)	fi61g08 plch2 si:ch211-251b21.2 wu:fi61g08 plch2a	plch2 si:ch211-251b21.2 wu:fi61g08	20339547; 23594743; 26469318; 28252024
F1RCL4	F1RCL4	F1RCL4_DANRE	deleted			
Q6NX08	Q6NX08	WDR12_DANRE	Ribosome biogenesis protein wdr12 (WD repeat-containing protein 12)	wdr12		
Q803T7	Q6NX08	WDR12_DANRE	Ribosome biogenesis protein wdr12 (WD repeat-containing protein 12)	wdr12		
Q6EHI4	Q6EHI4	Q6EHI4_DANRE	Hypoxia-inducible factor 1-alpha	hif1a wu:fb63a10 zgc:55405 hif1ab	wu:fb63a10 zgc:55405	12207891; 15520368; 16428465; 17656667; 16997637; 23594743; 29672321; 30327615; 30126845; 30944477; 31070548
F1REV2	F1REV2	F1REV2_DANRE	deleted			
B3DJ37	B3DJ37	B3DJ37_DANRE	deleted			
A2VD37	A2VD37	A2VD37_DANRE	deleted			
F1REU9	F1REU9	F1REU9_DANRE	deleted			
Q6NZ31	Q6NZ31	Q6NZ31_DANRE	Cyclin-G2	cb438 wu:fa08f07 wu:fk28c06 wu:fk91a03 zgc:77125 ccng2	wu:fa08f07 wu:fk28c06 wu:fk91a03 zgc:77125	16872691; 17374843; 19158429; 20561692; 23594743; 24355176; 26469318; 27356472; 30174136
B0S774	B0S774	B0S774_DANRE	deleted			
Q9YH92	Q9YH92	CLD7B_DANRE	Claudin-7-B (Claudin-like protein ZF4A22)	cldn7b cldn7	cldn7	11071763
F1RDY7	F1RDY7	F1RDY7_DANRE	deleted			
Q7ZV93	Q7ZV93	Q7ZV93_DANRE	GAIP c-terminus interacting protein 2 (GIPC PDZ domain-containing family, member 2) (Gipc2 protein) (PDZ domain-containing protein GIPC2)	zgc:77689 gipc1 rgs19ip1 zgc:56157 gipc2	gipc1 rgs19ip1 zgc:56157	18343608; 23118857; 23594743; 26469318; 31050647; 30814609
Q5TZD9	Q5TZD9	Q5TZD9_DANRE	deleted			
Q566N0	Q566N0	ENPP4_DANRE	Bis(5'-adenosyl)-triphosphatase enpp4 (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4) (E-NPP 4) (NPP-4)	enpp4 zgc:113299		
F1RC77	F1RC77	F1RC77_DANRE	deleted			
Q6PBX8	Q6PBX8	Q6PBX8_DANRE	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (NADH-ubiquinone oxidoreductase 24 kDa subunit)	zgc:73198 ndufv2		23594743; 23326453; 26469318; 27189481; 28252024; 30286167
F1RDV2	F1RDV2	F1RDV2_DANRE	deleted			
A2BGI0	A2BGI0	A2BGI0_DANRE	Cyclin-H	zgc:114132 ccnh		23594743
Q7T2P2	Q7T2P2	Q7T2P2_DANRE	deleted			
F1RDT4	F1RDT4	F1RDT4_DANRE	ATPase H+-transporting V1 subunit E1a (V-type proton ATPase subunit E 1)	LOC108179059 atp6v1e1a		23594743
Q6PEH5	Q6PEH5	UB2V2_DANRE	Ubiquitin-conjugating enzyme E2 variant 2	ube2v2 zgc:63717		
F1RBZ5	F1RBZ5	F1RBZ5_DANRE	deleted			
Q5QKM9	Q5QKM9	Q5QKM9_DANRE	deleted			
Q1L8H2	Q1L8H2	Q1L8H2_DANRE	deleted			
Q6PFT1	Q6PFT1	Q6PFT1_DANRE	Fructose-1,6-bisphosphatase 1 (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)	fbp1 fbp1l fk92h02 wu:fk92h02 zgc:64096 fbp1a	fbp1l fk92h02 wu:fk92h02 zgc:64096	16373575; 18728227; 19850031; 22749781; 23594743; 25805459; 27189481; 28116036; 27292017; 28252024; 29066289
Q6NYQ9	Q6NYQ9	Q6NYQ9_DANRE	deleted			
Q68EH4	Q68EH4	Q68EH4_DANRE	PR domain zinc finger protein 1 (EC 2.1.1.-)	Blimp-1 Blimp1 nrd prdm1 ubo wu:fb99c12 zgc:91885 prdm1a	Blimp1 nrd prdm1 ubo wu:fb99c12 zgc:91885	9007245; 9007256; 10457007; 15027468; 14702044; 23594743; 29700225; 30200754; 30905685; 30458291; 30518298
Q90415	Q90415	RXRAB_DANRE	Retinoic acid receptor RXR-alpha-B (Nuclear receptor subfamily 2 group B member 1-B) (Retinoid X receptor alpha-B)	rxrab nr2b1b rxra rxrg	nr2b1b rxra rxrg	7565671; 16448862; 17195188; 17997606
B3DJT0	B3DJT0	SART3_DANRE	Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3)	sart3 egy si:ch211-191d15.4 wu:fc51h03	egy	23594743; 17416673
Q6P0J4	Q6VEU3	PNO1_DANRE	RNA-binding protein PNO1	pno1 zgc:65782		15497447
Q6PHK2	Q6VEU3	PNO1_DANRE	RNA-binding protein PNO1	pno1 zgc:65782		15497447
Q6VEU3	Q6VEU3	PNO1_DANRE	RNA-binding protein PNO1	pno1 zgc:65782		15497447
Q6P0G6	Q6P0G6	MYL1_DANRE	Myosin, light chain 1, alkali; skeletal, fast	myl1 zgc:77231	zgc:77231	23594743; 21674687; 30215711
Q8QGU1	Q8QGU1	Q8QGU1_DANRE	Gastrulation brain homeo box 2 (Gastrulation brain homeobox 2) (Homeobox protein GBX-2) (Transcription factor Gbx2)	fd07f12 gbx-2 wu:fd07f12 gbx2	gbx-2 wu:fd07f12	11861475; 14579382; 12963112; 14745958; 15680360; 23594743; 28833141; 29787751; 29548943; 29289755; 31156639
F1R0M9	F1R0M9	F1R0M9_DANRE	Tudor and KH domain-containing	TDRD2 zgc:113056 tdrkh	zgc:113056	24240475; 23594743; 28252024; 31059868
E7EXL6	E7EXL6	E7EXL6_DANRE	deleted			
P79723	Q9DDU1	HXABB_DANRE	Homeobox protein Hox-A11b (Hox-A11)	hoxa11b hoxa11	hoxa11	11083943; 16174031; 8951794
Q4PRA4	Q9DDU1	HXABB_DANRE	Homeobox protein Hox-A11b (Hox-A11)	hoxa11b hoxa11	hoxa11	11083943; 16174031; 8951794
Q9DDU1	Q9DDU1	HXABB_DANRE	Homeobox protein Hox-A11b (Hox-A11)	hoxa11b hoxa11	hoxa11	11083943; 16174031; 8951794
E7EXK9	E7EXK9	E7EXK9_DANRE	N-acyl-aliphatic-L-amino acid amidohydrolase (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase)	LOC100001620 acy1		23594743
A8WH97	A8WH97	A8WH97_DANRE	Interleukin 12 receptor beta 2.a (Interleukin 12 receptor, beta 2a) (Interleukin-12 receptor subunit beta-2)	il-12rb2.a il12rb2		17640376; 23594743; 26469318; 27189481; 31042481
Q7ZVS6	Q7ZVS6	Q7ZVS6_DANRE	Cytosolic arginine sensor for mTORC1 subunit 2 (Opposite strand transcription unit to Stag3)	gats gatsl2 sb:cb509 wu:fc27d10 wu:fd20f09 wu:fe01c02 zgc:55700 zgc:66173 castor2	gatsl2 sb:cb509 wu:fc27d10 wu:fd20f09 wu:fe01c02 zgc:55700 zgc:66173	11748827; 16109975; 23594743; 26469318; 27189481
D1GJ56	D1GJ56	D1GJ56_DANRE	deleted			
Q7ZVA2	Q7ZVA2	Q7ZVA2_DANRE	GTP-binding protein	GEM horizin rem SI:zK76P14.3 zgc:56144 rem1	horizin rem SI:zK76P14.3 zgc:56144	18248185; 16603149; 23594743; 24992013; 26469318; 27376691; 28258112
Q6PFL0	Q6PFL0	MED27_DANRE	Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (CRSP complex subunit 8) (Mediator complex subunit 27)	med27 crsp34 crsp8	crsp34 crsp8	16582438
Q5XJQ5	Q5XJQ5	EXOS9_DANRE	Exosome complex component RRP45 (Exosome component 9)	exosc9		23594743; 29727687
Q6DG22	Q6DG22	ADA_DANRE	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	ada		
F1RA25	F1RA25	F1RA25_DANRE	deleted			
Q7ZU17	Q90XF2	KPCI_DANRE	Protein kinase C iota type (EC 2.7.11.13) (Atypical protein kinase C-lambda/iota) (aPKC-lambda/iota) (Heart and soul protein) (nPKC-iota)	prkci hal	hal	11591316
Q90XF2	Q90XF2	KPCI_DANRE	Protein kinase C iota type (EC 2.7.11.13) (Atypical protein kinase C-lambda/iota) (aPKC-lambda/iota) (Heart and soul protein) (nPKC-iota)	prkci hal	hal	11591316
Q9W6I6	Q9W6I6	Q9W6I6_DANRE	deleted			
Q4ZJI3	Q4ZJI3	Q4ZJI3_DANRE	Aquaporin-0b (Lens fiber major intrinsic protein (EC 1.11.1.6)) (Major intrinsic protein of lens fiber b) (Mip-2)	mip2 zgc:110015 mipb	zgc:110015	16379021; 19936306; 20149227; 20724448; 20671274; 23594743; 29751158; 29636379; 29713869; 30025131; 30861003
F6PD98	F6PD98	F6PD98_DANRE	Estrogen-related receptor gamma a (Estrogen-related receptor gamma isoform X4)	errg errgamma esrrg esrrga	errgamma esrrg	23594743
B7ZD86	B7ZD86	B7ZD86_DANRE	deleted			
F1RBD8	F1RBD8	F1RBD8_DANRE	deleted			
Q7SZX9	Q7SZX9	Q7SZX9_DANRE	FLJ10613-like (Guanine nucleotide-binding protein-like 3 (nucleolar)-like) (Guanine nucleotide-binding protein-like 3-like protein) (Uncharacterized protein flj10613l)	SI:zK13A21.8 flj10613 flj10613l si:dkey-13a21.8 zgc:110536 gnl3l zK13A21.8-001	flj10613 flj10613l si:dkey-13a21.8 zgc:110536	15256591; 16466575; 23594743; 24211311
F1R9Y5	F1R9Y5	F1R9Y5_DANRE	deleted			
Q6PUR7	Q6PUR7	SMR8B_DANRE	Guanine nucleotide exchange protein smcr8b (Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog B)	smcr8b smcr8	smcr8	15520368
Q90479	Q90479	L1CA2_DANRE	Neural cell adhesion molecule L1.2 (N-CAM-L1.2) (NCAM-L1.2)	nadl1.2		8568941
A5WVM1	A0A8M1NE02	A0A8M1NE02_DANRE	Leucine-rich repeat-containing 4.2 (Leucine-rich repeat-containing protein 4 isoform X1) (Leucine-rich repeat-containing protein 4 precursor)	fj45h06 lrrc4 lrrc4b si:dkeyp-113f10.1 wu:fj45h06 lrrc4.2	lrrc4 lrrc4b si:dkeyp-113f10.1 wu:fj45h06	19439512; 23594743; 26469318; 26492970; 27189481; 28252024
A9JTB8	Q7SXS7	SETD3_DANRE	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	setd3 zgc:63842		21307598
Q7SXS7	Q7SXS7	SETD3_DANRE	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	setd3 zgc:63842		21307598
Q5RGV8	Q5RGV8	Q5RGV8_DANRE	Malonyl CoA:ACP acyltransferase (mitochondrial) (Malonyl-CoA-acyl carrier protein transacylase, mitochondrial (EC 2.3.1.39))	im:7145278 si:dkey-31f5.5 mcat	si:dkey-31f5.5	15520368; 23594743; 27189481
F1RBB0	F1RBB0	F1RBB0_DANRE	deleted			
Q6TLE4	Q6TLE4	EMC5_DANRE	ER membrane protein complex subunit 5 (Membrane magnesium transporter 1)	mmgt1 emc5 zgc:92918	emc5	15520368
A8WHV0	A8WHV0	A8WHV0_DANRE	deleted			
A0A0R4ICU4	Q7ZU20	Q7ZU20_DANRE	Proteasome activator complex subunit 3 (Activator of multicatalytic protease subunit 3) (Proteasome activator 28 subunit gamma)	PA28-gamma unp310 wu:fb19c08 psme3	unp310 wu:fb19c08	10849367; 16109975; 22805612; 23594743; 25518849; 27189481; 27156127; 27974833; 30061596
Q7ZU20	Q7ZU20	Q7ZU20_DANRE	Proteasome activator complex subunit 3 (Activator of multicatalytic protease subunit 3) (Proteasome activator 28 subunit gamma)	PA28-gamma unp310 wu:fb19c08 psme3	unp310 wu:fb19c08	10849367; 16109975; 22805612; 23594743; 25518849; 27189481; 27156127; 27974833; 30061596
F1RB94	F1RB94	F1RB94_DANRE	deleted			
Q9IAJ4	Q9IAJ4	Q9IAJ4_DANRE	deleted			
Q6TLH8	Q6TLH8	Q6TLH8_DANRE	Guanine nucleotide exchange C9orf72 homolog (Zgc:100846)	C9orf72 c13h9orf72 zgc:100846	c13h9orf72	15520368; 23720273; 24257628; 23594743; 26469318; 27245636; 28088213; 29302778; 30454072; 29522758; 29528390
Q29RD8	Q29RD8	Q29RD8_DANRE	heparosan-N-sulfate-glucuronate 5-epimerase (EC 5.1.3.17)	glcel sb:eu394 zgc:136701 glcea	sb:eu394 zgc:136701	16156897; 17195182; 23594743; 26469318; 27189481
Q7ZUQ0	Q7ZUQ0	Q7ZUQ0_DANRE	Actin-related protein 2/3 complex subunit	wu:fk93e03 ARPC1A arpc1a	ARPC1A	15520368; 23594743; 24291825
Q6NYF7	Q6NYF7	Q6NYF7_DANRE	ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)	atp5j wu:fa66e04 zgc:77541 atp5pf	wu:fa66e04 zgc:77541	23594743; 24424211; 26469318; 27189481; 27494266; 28252024; 31017557
F1RAF1	F1RAF1	F1RAF1_DANRE	deleted			
P43446	P43446	WN10A_DANRE	Protein Wnt-10a	wnt10a wnt-10a	wnt-10a	8330668; 29178643
F1RB36	F1RB36	F1RB36_DANRE	deleted			
F1RB35	Q568M9	Q568M9_DANRE	Gamma-aminobutyric acid receptor subunit alpha-4 (Gamma-aminobutyric acid type A receptor subunit alpha4) (Zgc:110204)	gabra4 zgc:110204		22207143; 23594743; 25733401; 27189481; 27453477; 29702678
Q568M9	Q568M9	Q568M9_DANRE	Gamma-aminobutyric acid receptor subunit alpha-4 (Gamma-aminobutyric acid type A receptor subunit alpha4) (Zgc:110204)	gabra4 zgc:110204		22207143; 23594743; 25733401; 27189481; 27453477; 29702678
Q802Z0	Q802Z0	Q802Z0_DANRE	YTH domain-containing family protein	fb49c02 wu:fb49c02 wu:fi19h06 wu:fj87f09 wu:fp06c11 zgc:55657 ythdf1	wu:fb49c02 wu:fi19h06 wu:fj87f09 wu:fp06c11 zgc:55657	15520368; 16109975; 20463905; 23594743; 26469318; 27189481; 28381614
F1RB22	F1RB22	F1RB22_DANRE	deleted			
Q6IQU8	Q6IQU8	Q6IQU8_DANRE	ELL-associated factor 2	wu:fb76c01 wu:fc43g12 zgc:86600 eaf2	wu:fc43g12 zgc:86600	16109975; 19380582; 20161747; 23364330; 23594743; 26469318; 27189481; 28887217; 29910681
Q5RGR6	Q5RGR6	Q5RGR6_DANRE	deleted			
Q6DGL9	Q6DGL9	Q6DGL9_DANRE	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	si:dkey-1f1.2 wu:fb06b10 zgc:92860 rpl38	wu:fb06b10 zgc:92860	16109975; 17183665; 21468032; 23594743; 26469318; 27189481; 28252024; 30273864; 29483630; 36653451
Q6P025	Q6P025	Q6P025_DANRE	Gnb3 protein (Guanine nucleotide binding protein (G protein), beta polypeptide 3) (Guanine nucleotide-binding protein (G protein), beta polypeptide 3b)	gnb3 wu:fk54b04 zgc:73058 zgc:77780 gnb3b	wu:fk54b04 zgc:73058 zgc:77780	16379021; 19500364; 19786091; 22096073; 22814267; 23594743; 26137319; 26469318; 25806532; 27898262; 28378834
F1R9K0	F1R9K0	F1R9K0_DANRE	deleted			
Q66I22	Q66I22	SRRT_DANRE	Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)	srrt ars2 ch211-283g2.4	ars2	12006978; 23594743
Q8JHH2	Q66I22	SRRT_DANRE	Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)	srrt ars2 ch211-283g2.4	ars2	12006978; 23594743
B3DI78	B3DI78	B3DI78_DANRE	DNA-binding protein RFXANK (Regulatory factor X-associated ankyrin-containing protein)	si:ch211-125m10.3 rfxank		12477932; 21873635; 23594743; 26469318
A8B8L1	A0A8M1NI50	A0A8M1NI50_DANRE	Interferon regulatory factor 4 (Interferon regulatory factor 4a)	si:ch73-170d1.2 irf4a		18039395; 20333216; 20444275; 20883793; 21272652; 23594743; 28803829; 27856326; 29353058; 29779898; 31042481
Q6IQ59	Q6IQ59	Q6IQ59_DANRE	Cytochrome b-c1 complex subunit 2, mitochondrial (EC 1.10.2.2) (Ubiquinol-cytochrome c reductase core protein 2b) (Ubiquinol-cytochrome c reductase core protein II)	uqcrc2 fi06a11 wu:fb64g04 wu:fi06a11 uqcrc2b	fi06a11 wu:fb64g04 wu:fi06a11	16109975; 17013923; 16882884; 20528263; 22465854; 23594743; 28138518; 27924917; 28535465; 28252024; 29529468
F1QVP8	F1QVP8	F1QVP8_DANRE	deleted			
Q7T2F6	Q7T2F6	WSB1_DANRE	WD repeat and SOCS box-containing protein 1 (WSB-1)	wsb1		
Q803N7	Q803N7	Q803N7_DANRE	Casein kinase 2 alpha 1 (Casein kinase 2, alpha 1 polypeptide (EC 2.7.11.1)) (Ck2a1 protein)	ck2a1 wu:fi38e04 wu:fi38h03 csnk2a1	wu:fi38e04 wu:fi38h03	10704875; 11827173; 16109975; 23594743; 24174574; 25504979; 28252024
A2ATY1	A2ATY1	A2ATY1_DANRE	deleted			
B8JMZ1	B8JMZ1	B8JMZ1_DANRE	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	si:ch73-233a22.2 ugp2a		23594743; 26469318; 27189481; 28252024
F1QYU0	F1QYU0	F1QYU0_DANRE	deleted			
A3KQ57	A3KQ57	A3KQ57_DANRE	deleted			
Q7ZUI0	Q7ZUI0	Q7ZUI0_DANRE	60S ribosomal protein L5 (EC 3.6.5.3) (Ribosomal protein L5a)	Rpl5 mg:cb01f08 rpl5l zgc:56511 zgc:77176 rpl5a	mg:cb01f08 rpl5l zgc:56511 zgc:77176	9369149; 15533793; 16109975; 16631158; 17183665; 23594743; 26116173; 25534026; 26469318; 26961822; 28252024
Q6DG10	Q6DG10	Q6DG10_DANRE	deleted			
Q5TZH0	Q5TZH0	Q5TZH0_DANRE	Glutamate receptor-interacting protein 1	si:dkey-244b23.1 si:dkey-6a5.1 grip1	si:dkey-6a5.1	20419147; 21151135; 21552255; 22655075; 23594743; 24967891; 27265864; 27658201; 28252024; 30408875; 30327840
