From	Entry	Entry Name	Protein names	Gene Names	Gene Ontology IDs
Q9YHE8	Q9YHE8	T7L1A_DANRE	Transcription factor 7-like 1-A (HMG box transcription factor 3-A) (TCF-3) (TCF-3-A) (zTcf-3) (Protein headless)	tcf7l1a hdl tcf3 tcf3a	GO:0000978; GO:0000981; GO:0003677; GO:0005634; GO:0006357; GO:0007507; GO:0008284; GO:0010456; GO:0021903; GO:0030178; GO:0030900; GO:0030901; GO:0048596; GO:0048699; GO:0060070; GO:0060323; GO:0060829; GO:0060847; GO:0060900; GO:0090090; GO:1990907; GO:2000054
F1Q534	F1Q534	F1Q534_DANRE	Immunoglobulin superfamily member 8 precursor (Immunoglobulin superfamily, member 8)	zgc:77222 igsf8	GO:0016020
F1QYP0	F1QYP0	F1QYP0_DANRE	deleted		
B0CLV3	B0CLV3	B0CLV3_DANRE	Cell adhesion molecule 4 (Cell adhesion molecule 4 isoform X2) (Zgc:101704)	zgc:101704 cadm4	GO:0003234; GO:0007156; GO:0016020; GO:0035020; GO:0043184; GO:0044291; GO:0050732; GO:0061041
B0F6R3	B0F6R3	B0F6R3_DANRE	deleted		
F1QFG0	F1QFG0	F1QFG0_DANRE	deleted		
Q7ZWB7	Q7ZWB7	BBS5_DANRE	Bardet-Biedl syndrome 5 protein homolog	bbs5 zgc:56578	GO:0001947; GO:0005737; GO:0007369; GO:0032266; GO:0032402; GO:0034464; GO:0036064; GO:0043010; GO:0046907; GO:0051877; GO:0060170; GO:0060271; GO:0062139; GO:0070121; GO:0072116
E7EXH4	E7EXH4	E7EXH4_DANRE	Bardet-Biedl syndrome 4 (Bardet-Biedl syndrome 4 protein)	zgc:152964 bbs4	GO:0001947; GO:0007368; GO:0007369; GO:0008593; GO:0032402; GO:0035845; GO:0036064; GO:0046154; GO:0046907; GO:0051877; GO:0060026; GO:0060027; GO:0060271; GO:0061371; GO:0061469; GO:0061512; GO:0070121; GO:0090245
O42364	O42364	APOEB_DANRE	Apolipoprotein Eb (Apo-Eb)	apoeb apoe	GO:0005615; GO:0006707; GO:0008201; GO:0008289; GO:0031012; GO:0033344; GO:0034361; GO:0034362; GO:0034363; GO:0034364; GO:0034380; GO:0034382; GO:0034447; GO:0042158; GO:0042159; GO:0042802; GO:0043395; GO:0043524; GO:0050750; GO:0051000; GO:0071830; GO:0071831; GO:1900221
Q6P3J7	Q6P3J7	Q6P3J7_DANRE	EH domain-containing protein 2 (EH-domain containing 2) (EH-domain-containing 2b)	ehd2 fj66d02 wu:fj66d02 zgc:77671 ehd2b	GO:0005509; GO:0005524; GO:0005525; GO:0005737; GO:0005769; GO:0005886; GO:0006897; GO:0030139; GO:0032456; GO:0048471; GO:0055038; GO:0060271; GO:0072659
Q98SP7	Q98SP7	BBS2_DANRE	Bardet-Biedl syndrome 2 protein homolog	bbs2	GO:0005737; GO:0007368; GO:0007369; GO:0016020; GO:0031514; GO:0032402; GO:0034464; GO:0036064; GO:0042478; GO:0043005; GO:0045494; GO:0046907; GO:0051877; GO:0060170; GO:0060271; GO:0070121; GO:1905515
O57474	O57474	CXA1_DANRE	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Short fin protein)	gja1 cx43 shf sof	GO:0005243; GO:0005739; GO:0005886; GO:0005921; GO:0005922; GO:0007154; GO:0007267; GO:0007507; GO:0008283; GO:0010644; GO:0014704; GO:0016324; GO:0022832; GO:0031101; GO:0033333; GO:0033334; GO:0033338; GO:0035050; GO:0035143; GO:0035162; GO:0055077; GO:0060047; GO:0060272; GO:0060349; GO:0070121; GO:0098868; GO:0099111
E7FBZ4	E7FBZ4	E7FBZ4_DANRE	Gap junction protein	LOC565638 gja1a	GO:0005243; GO:0005886; GO:0005921; GO:0005922; GO:0007267; GO:0007507; GO:0010644
Q5TYN6	O57474	CXA1_DANRE	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Short fin protein)	gja1 cx43 shf sof	GO:0005243; GO:0005739; GO:0005886; GO:0005921; GO:0005922; GO:0007154; GO:0007267; GO:0007507; GO:0008283; GO:0010644; GO:0014704; GO:0016324; GO:0022832; GO:0031101; GO:0033333; GO:0033334; GO:0033338; GO:0035050; GO:0035143; GO:0035162; GO:0055077; GO:0060047; GO:0060272; GO:0060349; GO:0070121; GO:0098868; GO:0099111
Q7ZTS1	O57474	CXA1_DANRE	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Short fin protein)	gja1 cx43 shf sof	GO:0005243; GO:0005739; GO:0005886; GO:0005921; GO:0005922; GO:0007154; GO:0007267; GO:0007507; GO:0008283; GO:0010644; GO:0014704; GO:0016324; GO:0022832; GO:0031101; GO:0033333; GO:0033334; GO:0033338; GO:0035050; GO:0035143; GO:0035162; GO:0055077; GO:0060047; GO:0060272; GO:0060349; GO:0070121; GO:0098868; GO:0099111
A3KQA5	A3KQA5	CMA1B_DANRE	Ciliary microtubule associated protein 1B (Outer dense fiber of sperm tails protein 3-B) (Outer dense fiber protein 3-B) (Outer dense fiber protein 3-like)	cimap1b odf3 odf3b odf3l si:dkey-238c7.9 si:dkeyp-1h4.4 zgc:63985	GO:0005737; GO:0005856
B3DIK7	A3KQA5	CMA1B_DANRE	Ciliary microtubule associated protein 1B (Outer dense fiber of sperm tails protein 3-B) (Outer dense fiber protein 3-B) (Outer dense fiber protein 3-like)	cimap1b odf3 odf3b odf3l si:dkey-238c7.9 si:dkeyp-1h4.4 zgc:63985	GO:0005737; GO:0005856
Q1L9G0	A3KQA5	CMA1B_DANRE	Ciliary microtubule associated protein 1B (Outer dense fiber of sperm tails protein 3-B) (Outer dense fiber protein 3-B) (Outer dense fiber protein 3-like)	cimap1b odf3 odf3b odf3l si:dkey-238c7.9 si:dkeyp-1h4.4 zgc:63985	GO:0005737; GO:0005856
Q7T2D9	A3KQA5	CMA1B_DANRE	Ciliary microtubule associated protein 1B (Outer dense fiber of sperm tails protein 3-B) (Outer dense fiber protein 3-B) (Outer dense fiber protein 3-like)	cimap1b odf3 odf3b odf3l si:dkey-238c7.9 si:dkeyp-1h4.4 zgc:63985	GO:0005737; GO:0005856
Q7ZUM0	Q7ZUM0	Q7ZUM0_DANRE	14-3-3 protein theta (Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide a)	ywhaq ywhaq2 ywhaqa	GO:0004497; GO:0005737; GO:0007165
Q68EH9	Q68EH9	CRBN_DANRE	Protein cereblon (zcrbn)	crbn zgc:92404	GO:0000151; GO:0005634; GO:0005737; GO:0008283; GO:0016567; GO:0031464; GO:0033333; GO:0035118; GO:0043161; GO:0046872; GO:0060173; GO:0071599; GO:0071600
F1QKD5	F1QKD5	F1QKD5_DANRE	deleted		
Q7T1S3	Q7T1S3	Q7T1S3_DANRE	Transcription factor YY1 (Transcriptional repressor protein YY1) (YY1 transcription factor a) (Yy1a protein)	fb59g10 wu:fa16g07 wu:fb59g10 yy1 yy1a	GO:0000978; GO:0000981; GO:0001525; GO:0005667; GO:0006357; GO:0007420; GO:0007507; GO:0010628; GO:0031519
C3PTE8	C3PTE8	C3PTE8_DANRE	Arrestin, beta 1 (Beta-arrestin-1)	arrb1	GO:0001664; GO:0001919; GO:0002031; GO:0007165; GO:0007601; GO:0035162; GO:0045746; GO:0048368; GO:0098508; GO:1900136; GO:1903978
F1QYJ1	C3PTE8	C3PTE8_DANRE	Arrestin, beta 1 (Beta-arrestin-1)	arrb1	GO:0001664; GO:0001919; GO:0002031; GO:0007165; GO:0007601; GO:0035162; GO:0045746; GO:0048368; GO:0098508; GO:1900136; GO:1903978
A3KPP9	A3KPP9	A3KPP9_DANRE	deleted		
Q6PC13	Q6PC13	Q6PC13_DANRE	Prohibitin	phb2 bcap37 wu:fc28c08 zgc:73150 phb2a	GO:0005739; GO:0005743; GO:0005886; GO:0007005
F1R966	F1R966	F1R966_DANRE	Clathrin heavy chain	cb1033 cltc wu:fc03e11 wu:fc49a11 wu:fd07f02 cltca	GO:0000278; GO:0005198; GO:0005819; GO:0006886; GO:0006898; GO:0030130; GO:0030132; GO:0032051; GO:0045334; GO:0048268; GO:0071439
Q5RHU9	Q6IQP3	CALUA_DANRE	Calumenin-A	calua si:ch211-266a5.5	GO:0005509; GO:0005576; GO:0005783; GO:0005789; GO:0005794; GO:0033018; GO:0042470
Q6IQP3	Q6IQP3	CALUA_DANRE	Calumenin-A	calua si:ch211-266a5.5	GO:0005509; GO:0005576; GO:0005783; GO:0005789; GO:0005794; GO:0033018; GO:0042470
A5D8T1	F1QFS9	UBP13_DANRE	Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13)	usp13 wu:fc61g08	GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006355; GO:0006511; GO:0006914; GO:0008270; GO:0008283; GO:0010506; GO:0016579; GO:0043130; GO:0050821; GO:0070536
F1QFS9	F1QFS9	UBP13_DANRE	Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13)	usp13 wu:fc61g08	GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006355; GO:0006511; GO:0006914; GO:0008270; GO:0008283; GO:0010506; GO:0016579; GO:0043130; GO:0050821; GO:0070536
Q8JFW7	Q8JFW7	Q8JFW7_DANRE	deleted		
F1QVN0	F1QVN0	F1QVN0_DANRE	deleted		
F1R1E9	F1R1E9	F1R1E9_DANRE	deleted		
P79734	P79734	P53_DANRE	Cellular tumor antigen p53 (Tumor suppressor p53)	tp53 drp53	GO:0000077; GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005737; GO:0005739; GO:0006357; GO:0006914; GO:0006915; GO:0006974; GO:0006978; GO:0007049; GO:0007283; GO:0009411; GO:0010165; GO:0010526; GO:0010623; GO:0016525; GO:0031647; GO:0042771; GO:0043065; GO:0043249; GO:0043280; GO:0043525; GO:0043565; GO:0045786; GO:0045787; GO:0045893; GO:0045944; GO:0046872; GO:0048730; GO:0048821; GO:0051262; GO:0051597; GO:0051782; GO:0060216; GO:0060729; GO:0060798; GO:0060799; GO:0061484; GO:0071425; GO:0071456; GO:0090398; GO:0097193; GO:1902262; GO:1902742; GO:1990841; GO:2000779
Q7ZW62	P79734	P53_DANRE	Cellular tumor antigen p53 (Tumor suppressor p53)	tp53 drp53	GO:0000077; GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005737; GO:0005739; GO:0006357; GO:0006914; GO:0006915; GO:0006974; GO:0006978; GO:0007049; GO:0007283; GO:0009411; GO:0010165; GO:0010526; GO:0010623; GO:0016525; GO:0031647; GO:0042771; GO:0043065; GO:0043249; GO:0043280; GO:0043525; GO:0043565; GO:0045786; GO:0045787; GO:0045893; GO:0045944; GO:0046872; GO:0048730; GO:0048821; GO:0051262; GO:0051597; GO:0051782; GO:0060216; GO:0060729; GO:0060798; GO:0060799; GO:0061484; GO:0071425; GO:0071456; GO:0090398; GO:0097193; GO:1902262; GO:1902742; GO:1990841; GO:2000779
Q90440	P79734	P53_DANRE	Cellular tumor antigen p53 (Tumor suppressor p53)	tp53 drp53	GO:0000077; GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005737; GO:0005739; GO:0006357; GO:0006914; GO:0006915; GO:0006974; GO:0006978; GO:0007049; GO:0007283; GO:0009411; GO:0010165; GO:0010526; GO:0010623; GO:0016525; GO:0031647; GO:0042771; GO:0043065; GO:0043249; GO:0043280; GO:0043525; GO:0043565; GO:0045786; GO:0045787; GO:0045893; GO:0045944; GO:0046872; GO:0048730; GO:0048821; GO:0051262; GO:0051597; GO:0051782; GO:0060216; GO:0060729; GO:0060798; GO:0060799; GO:0061484; GO:0071425; GO:0071456; GO:0090398; GO:0097193; GO:1902262; GO:1902742; GO:1990841; GO:2000779
Q6DGV5	Q6DGV5	Q6DGV5_DANRE	RAB10, member RAS oncogene family (Ras-related protein Rab-10) (Zgc:92757)	zgc:92757 rab10	GO:0003924; GO:0005525; GO:0005794; GO:0032593; GO:0032869; GO:0055037; GO:0061564
A8KBJ5	A8KBJ5	A8KBJ5_DANRE	Histone H3	LOC108190746 LOC108190747 si:ch1073-153i20.2 si:ch211-113a14.27 zgc:173552	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
A2VD42	Q4QRF4	H32_DANRE	Histone H3.2	zgc:113984; zgc:158629; si:dkeyp-46h3.6	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
Q4QRF4	Q4QRF4	H32_DANRE	Histone H3.2	zgc:113984; zgc:158629; si:dkeyp-46h3.6	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
A0A286Y9D1	A0A286Y9D1	PHF14_DANRE	PHD finger protein 14	phf14	GO:0000122; GO:0005634; GO:0006357; GO:0008270; GO:0008285; GO:0010463; GO:0042393; GO:0048286; GO:0060916; GO:0072201; GO:0140566; GO:2000584; GO:2000791
A0A140LG23	A0A140LG23	A0A140LG23_DANRE	Histone H3	si:dkey-23a13.21 hist2h3ca1	GO:0000786; GO:0002088; GO:0003677; GO:0005634; GO:0030527; GO:0046982
X1WC76	X1WC76	X1WC76_DANRE	deleted		
Q9PV90	Q9PV90	RLA0_DANRE	Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E)	rplp0 arp	GO:0000027; GO:0002181; GO:0003735; GO:0005634; GO:0022625; GO:0043009; GO:0070180
A0A286Y8X5	A0A286Y8X5	A0A286Y8X5_DANRE	deleted		
A8DZ86	A8DZ86	A8DZ86_DANRE	Vasorin a (Vasorin a precursor)	id:ibd2098 si:ch211-14g12.2 slitl2 vasn zgc:110624 vasna	GO:0008201; GO:0016020; GO:0030308; GO:0031290; GO:0048495; GO:0050919
F1QNH9	F1QNH9	F1QNH9_DANRE	deleted		
O13034	O13034	RAG2_DANRE	V(D)J recombination-activating protein 2 (RAG-2)	rag2 rag-2	GO:0003682; GO:0005546; GO:0005547; GO:0005634; GO:0006325; GO:0008270; GO:0030098; GO:0030183; GO:0030217; GO:0033077; GO:0033151; GO:0033152; GO:0035064; GO:0035091; GO:0043325; GO:0043565; GO:0048534; GO:0048538; GO:0065004; GO:0080025; GO:0097519; GO:1905347
O13033	O13033	RAG1_DANRE	V(D)J recombination-activating protein 1 (RAG-1) [Includes: Endonuclease RAG1 (EC 3.1.-.-); E3 ubiquitin-protein ligase RAG1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAG1)]	rag1	GO:0000287; GO:0002250; GO:0002562; GO:0004519; GO:0004842; GO:0005634; GO:0006325; GO:0008270; GO:0030183; GO:0033077; GO:0033151; GO:0042393; GO:0042803; GO:0043565; GO:0046872; GO:0061630; GO:0065004; GO:0097519; GO:1905347
Q90258	O13033	RAG1_DANRE	V(D)J recombination-activating protein 1 (RAG-1) [Includes: Endonuclease RAG1 (EC 3.1.-.-); E3 ubiquitin-protein ligase RAG1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAG1)]	rag1	GO:0000287; GO:0002250; GO:0002562; GO:0004519; GO:0004842; GO:0005634; GO:0006325; GO:0008270; GO:0030183; GO:0033077; GO:0033151; GO:0042393; GO:0042803; GO:0043565; GO:0046872; GO:0061630; GO:0065004; GO:0097519; GO:1905347
F1Q9I8	F1Q9I8	F1Q9I8_DANRE	deleted		
G1K2P7	G1K2P7	G1K2P7_DANRE	deleted		
Q5XJM4	Q5XJM4	Q5XJM4_DANRE	CDKN2A-interacting protein N-terminal-like (CDKN2AIP N-terminal-like protein) (Zgc:101768)	zgc:101768 fc08b10 wu:fc08b10 cdkn2aipnl	
O93409	O93409	MLRSA_DANRE	Myosin regulatory light chain 2, skeletal muscle isoform A (Fast skeletal myosin light chain 2) (Myosin light chain 11) (Myosin regulatory light chain 11)	mylpfa mlc2f myl11a mylz2	GO:0005509; GO:0005737; GO:0006936; GO:0007519; GO:0016459; GO:0033275; GO:0060415
Q90Y03	Q90Y03	Q90Y03_DANRE	deleted		
F1QYX8	F1QYX8	F1QYX8_DANRE	deleted		
Q5U3G0	Q5U3G0	Q5U3G0_DANRE	Membrane-associated progesterone receptor component 1 (Progesterone receptor membrane component 1)	fa94d03 wu:fa94d03 wu:fq25e02 zgc:103577 pgrmc1	GO:0001541; GO:0001556; GO:0005783; GO:0012505; GO:0016020; GO:0030728; GO:0032570; GO:1903538
Q4V925	Q4V925	Q4V925_DANRE	BCL2-antagonist of cell death (BCL2-antagonist of cell death b isoform 1) (BCL2-antagonist of cell death b isoform X1) (BCL2-associated agonist of cell death b) (Bad protein)	bad fa01b12 wu:fa01b12 wu:fa96d04 badb	GO:0005737; GO:0005739; GO:0006915; GO:0043065; GO:0071479
Q8UWD5	Q8UWD5	Q8UWD5_DANRE	BCL2-like 10 (BCL2-like 10 (Apoptosis facilitator)) (Bcl-2-like protein 10) (Nr13)	NR-13 mcl1l nr13 sb:cb78 bcl2l10	GO:0001756; GO:0005739; GO:0005741; GO:0007369; GO:0008630; GO:0019722; GO:0042803; GO:0043066; GO:0046982; GO:0051279; GO:0090504; GO:0097192
A8E7C6	A8E7C6	A8E7C6_DANRE	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1)	c-ret cret etID315074.13 ret1 wu:fd13h01 ret	GO:0004714; GO:0005509; GO:0005524; GO:0005886; GO:0006468; GO:0007156; GO:0007169; GO:0014707; GO:0030424; GO:0033674; GO:0042803; GO:0043235; GO:0045121; GO:0048484; GO:0048675; GO:0065003; GO:0072114; GO:1901166
F1QDI3	F1QDI3	F1QDI3_DANRE	deleted		
Q98TU0	Q98TU0	GDNF_DANRE	Glial cell line-derived neurotrophic factor (zGDNF)	gdnf	GO:0001656; GO:0001658; GO:0001755; GO:0004709; GO:0005576; GO:0005615; GO:0007422; GO:0008083; GO:0021536; GO:0021784; GO:0030116; GO:0030432; GO:0030971; GO:0031175; GO:0032770; GO:0042803; GO:0043524; GO:0045944; GO:0048255; GO:0048484; GO:0048485; GO:0051584; GO:0060688; GO:0065003; GO:0072107; GO:0090190; GO:1904338
Q803B0	Q803B0	Q803B0_DANRE	60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (Heat shock protein 60)	cb863 cpn60 fa04a05 fb22d10 fi27b05 id:ibd2197 sb:cb144 wu:fa04a05 wu:fb22d10 wu:fi04a12 wu:fi27b05 hspd1	GO:0005524; GO:0005743; GO:0005759; GO:0006457; GO:0008637; GO:0010506; GO:0010821; GO:0031101; GO:0032727; GO:0032729; GO:0032755; GO:0034514; GO:0042026; GO:0042110; GO:0042246; GO:0045041; GO:0050870; GO:0051087; GO:0060297; GO:0140662; GO:1903779
F1QNF4	F1QNF4	F1QNF4_DANRE	deleted		
Q5SF06	Q8JFV8	VAT1_DANRE	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	vat1 si:dz163l24.2	GO:0005741; GO:0008270; GO:0010637; GO:0016491
Q6NYU0	Q8JFV8	VAT1_DANRE	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	vat1 si:dz163l24.2	GO:0005741; GO:0008270; GO:0010637; GO:0016491
Q8JFV8	Q8JFV8	VAT1_DANRE	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	vat1 si:dz163l24.2	GO:0005741; GO:0008270; GO:0010637; GO:0016491
Q9DE49	Q9DE49	PGFRA_DANRE	Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor)	pdgfra	GO:0001755; GO:0003261; GO:0003317; GO:0005018; GO:0005524; GO:0005794; GO:0005886; GO:0005929; GO:0006468; GO:0006935; GO:0007169; GO:0007507; GO:0033674; GO:0043235; GO:0048407; GO:0048701; GO:0048702; GO:0060021; GO:0061300; GO:1901532
A7YT47	A7YT47	A7YT47_DANRE	enoyl-CoA hydratase (EC 4.2.1.17)	hadha cb1055 im:7136067 wu:fa14c08 hadhaa	GO:0004300; GO:0006635; GO:0009617; GO:0016507; GO:0016509; GO:0070403
Q5SP49	Q5SP49	Q5SP49_DANRE	deleted		
F1REC2	F1REC2	F1REC2_DANRE	deleted		
A5WVP3	A0A8M1NF77	A0A8M1NF77_DANRE	WAP four-disulfide core domain 1 (WAP four-disulfide core domain protein 1 isoform X1) (WAP four-disulfide core domain protein 1 precursor)	zgc:158671 wfdc1	GO:0001558; GO:0005615; GO:0030414
Q9DGL6	Q9DGL6	Q9DGL6_DANRE	Sodium/potassium-transporting ATPase subunit alpha	atp1a1 atp1a1l1 atp[a]1B1 cb70 hip hiphop wu:fa03c03 wu:fb92h10 atp1a1a.1	GO:0002027; GO:0003143; GO:0005391; GO:0005524; GO:0005886; GO:0006883; GO:0007368; GO:0007420; GO:0007507; GO:0008016; GO:0010172; GO:0016020; GO:0016887; GO:0021591; GO:0030007; GO:0030198; GO:0030916; GO:0030917; GO:0035050; GO:0035051; GO:0036376; GO:0046872; GO:0048840; GO:0048854; GO:0060974; GO:0071599; GO:1902600; GO:1990573
Q6NWF6	Q6NWF6	K2C8_DANRE	Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8)	krt8 krt2-8	GO:0005654; GO:0005737; GO:0016363; GO:0030280; GO:0031424; GO:0045095; GO:0045109
Q7ZT78	Q6NWF6	K2C8_DANRE	Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8)	krt8 krt2-8	GO:0005654; GO:0005737; GO:0016363; GO:0030280; GO:0031424; GO:0045095; GO:0045109
Q9W7C0	Q9W7C0	Q9W7C0_DANRE	Lymphocyte enhancer binding factor 1 (Lymphocyte enhancer binding factor 1 Lef1) (Lymphoid enhancer-binding factor 1)	lef1	GO:0000978; GO:0000981; GO:0001755; GO:0001756; GO:0003677; GO:0006357; GO:0008301; GO:0010628; GO:0021854; GO:0021879; GO:0021979; GO:0022008; GO:0031101; GO:0033333; GO:0033334; GO:0033336; GO:0033339; GO:0043565; GO:0048916; GO:0048919; GO:0048922; GO:0050769; GO:0055001; GO:0060070; GO:0060784; GO:1900052; GO:1990907
F1QUU4	F1QUU4	F1QUU4_DANRE	deleted		
B0V0E4	B0V0E4	B0V0E4_DANRE	deleted		
Q5K373	Q5K373	Q5K373_DANRE	FGF receptor-like protein 1b beta (Fibroblast growth factor receptor-like 1b) (Fibroblast growth factor receptor-like 1b isoform X1) (Fibroblast growth factor receptor-like 1b precursor)	fgfrl1b beta im:7154242 fgfrl1b	GO:0005007; GO:0005886; GO:0016020; GO:0017134; GO:0051216
F1Q6W8	F1Q6W8	F1Q6W8_DANRE	deleted		
Q1A5L2	Q1A5L2	Q1A5L2_DANRE	Crb2 (Crumbs cell polarity complex component 2a) (Oko meduzy) (Protein crumbs homolog 2)	crb2 ome crb2a	GO:0005509; GO:0005886; GO:0007156; GO:0007157; GO:0007420; GO:0021591; GO:0032991; GO:0043010; GO:0045176; GO:0045197; GO:0045746; GO:0048468; GO:0060059; GO:0098609
F1QVV9	F1QVV9	F1QVV9_DANRE	deleted		
P46530	P46530	NOTC1_DANRE	Neurogenic locus notch homolog protein 1 (Notch 1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]	notch1a notch	GO:0001525; GO:0001756; GO:0001840; GO:0002244; GO:0005112; GO:0005509; GO:0005634; GO:0005886; GO:0006355; GO:0007219; GO:0007368; GO:0009952; GO:0021514; GO:0021523; GO:0021531; GO:0021986; GO:0031016; GO:0031017; GO:0035907; GO:0038023; GO:0038061; GO:0042663; GO:0048259; GO:0048337; GO:0048699; GO:0048936; GO:0050768; GO:0055016; GO:0060218; GO:0060271; GO:0061314
A9JRH0	A9JRH0	A9JRH0_DANRE	Leucine-rich repeat neuronal 1 (Leucine-rich repeat neuronal protein 1 precursor) (Lrrn1 protein)	lrrn1	GO:0005615; GO:0016020; GO:0021628; GO:0031012; GO:0071699
E9QDQ3	E9QDQ3	E9QDQ3_DANRE	Leucine-rich repeat-containing 4.1 (Leucine-rich repeat-containing protein 4)	lrrc4.1	GO:0005886; GO:0050804; GO:0097119; GO:0098978; GO:0099560; GO:1904861
I7HJH4	E9QDQ3	E9QDQ3_DANRE	Leucine-rich repeat-containing 4.1 (Leucine-rich repeat-containing protein 4)	lrrc4.1	GO:0005886; GO:0050804; GO:0097119; GO:0098978; GO:0099560; GO:1904861
Q503I7	Q503I7	Q503I7_DANRE	Leucine rich repeat containing 4C isoform X1 (Leucine rich repeat containing 4C, genome duplicate a precursor) (Leucine-rich repeat-containing 4C, genome duplicate a) (Zgc:110565)	zgc:110565 fd12d10 lrrc4c wu:fd12d10 lrrc4ca	GO:0005886; GO:0050770; GO:0050804; GO:0098632; GO:0098978; GO:0099560
A5LHA7	Q8JI14	RHCL2_DANRE	Ammonium transporter Rh type C-like 2 (Rhesus blood group family type C glycoprotein-like 2) (Rh family type C glycoprotein-like 2) (Rh type C glycoprotein-like 2) (drRhcg1)	rhcgl2 rhcg rhcg1 zgc:77520	GO:0008519; GO:0016020; GO:0016324; GO:0072488; GO:0097272
Q6NYR3	Q8JI14	RHCL2_DANRE	Ammonium transporter Rh type C-like 2 (Rhesus blood group family type C glycoprotein-like 2) (Rh family type C glycoprotein-like 2) (Rh type C glycoprotein-like 2) (drRhcg1)	rhcgl2 rhcg rhcg1 zgc:77520	GO:0008519; GO:0016020; GO:0016324; GO:0072488; GO:0097272
Q8JI14	Q8JI14	RHCL2_DANRE	Ammonium transporter Rh type C-like 2 (Rhesus blood group family type C glycoprotein-like 2) (Rh family type C glycoprotein-like 2) (Rh type C glycoprotein-like 2) (drRhcg1)	rhcgl2 rhcg rhcg1 zgc:77520	GO:0008519; GO:0016020; GO:0016324; GO:0072488; GO:0097272
A3KPA0	A3KPA0	JAM3B_DANRE	Junctional adhesion molecule 3B (Jam3b) (Junctional adhesion molecule C) (JAM-C)	jam3b jamc	GO:0005178; GO:0005886; GO:0005923; GO:0007520; GO:0016477; GO:0030057; GO:0042803; GO:0044291; GO:0046982; GO:0098609; GO:0098632; GO:0098636
A0A0R4IGV4	A0A0R4IGV4	JAM2A_DANRE	Junctional adhesion molecule 2A (Jam2a) (Junctional adhesion molecule B) (JAM-B)	jam2a jamb	GO:0005886; GO:0005923; GO:0007159; GO:0007520; GO:0009986; GO:0046982; GO:0048534; GO:0048742; GO:0070160; GO:0098609; GO:0098636
A2BG46	A2BG46	A2BG46_DANRE	Ankyrin repeat domain 13A (Ankyrin repeat domain-containing protein 13A)	ankrd13 wu:fb82c11 ankrd13a	GO:0005737; GO:0016020
F1QLG5	F1QLG5	ADN1A_DANRE	Activity-dependent neuroprotective protein a (ADNP homeobox protein a)	adnpa adnp1a	GO:0003677; GO:0005634; GO:0005737; GO:0008013; GO:0010468; GO:0043249; GO:0044332; GO:0046872; GO:0050767
A0A0N4SUA5	F1QGH7	CTNB1_DANRE	Catenin beta-1 (Beta-catenin)	ctnnb1	GO:0000578; GO:0001889; GO:0003094; GO:0003713; GO:0005634; GO:0005737; GO:0005886; GO:0005902; GO:0005912; GO:0005915; GO:0005938; GO:0007155; GO:0007398; GO:0009953; GO:0014704; GO:0016020; GO:0016342; GO:0019903; GO:0045294; GO:0045296; GO:0045944; GO:0048262; GO:0060026; GO:0060070; GO:0098609; GO:0140297; GO:2000055
