string_protein_id	preferred_name	protein_size	annotation
224308.BSU01200	rpsS	92	Ribosomal protein S19 (BS19); Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA.
224308.BSU01210	rplV	113	Ribosomal protein L22 (BL17); This protein binds specifically to 23S rRNA; its binding is stimulated by other ribosomal proteins, e.g. L4, L17, and L20. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity).
224308.BSU01220	rpsC	218	Ribosomal protein S3 (BS3); Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation; Belongs to the universal ribosomal protein uS3 family.
224308.BSU01230	rplP	144	Ribosomal protein L16; Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs; Belongs to the universal ribosomal protein uL16 family.
224308.BSU01240	rpmC	66	Ribosomal protein L29; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type s: structure.
224308.BSU01250	rpsQ	87	Ribosomal protein S17 (BS16); One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA.
224308.BSU01260	rplNA	122	Ribosomal protein L14; Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome; Belongs to the universal ribosomal protein uL14 family.
224308.BSU01270	rplX	103	Ribosomal protein L24 (BL23); One of two assembly initiator proteins, it binds directly to the 5'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit. Has also been isolated as a basic, heat-shock stable DNA- binding protein from the B.subtilis nucleoid. It binds cooperatively to double-stranded supercoiled DNA which it further compacts into complexes 15-17 nm in diameter. Overexpression of the protein disrupts nucleoid segregation and positioning.
224308.BSU01280	rplE	179	Ribosomal protein L5 (BL6); This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits; this bridge is implicated in subunit movement. Contacts the P site tRNA; the 5S rRNA and some of its associated proteins might help stabilize positioning of ribosome-bound tRNAs.
224308.BSU01290	rpsNA	61	Ribosomal protein S14; Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site (By similarity). The major S14 protein in the ribosome. Required for binding of S2 and S3 to the 30S subunit and for association of the 30S with the 50S subunit; Belongs to the universal ribosomal protein uS14 family. Zinc-binding uS14 subfamily.
224308.BSU01300	rpsH	132	Ribosomal protein S8 (BS8); One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit; Belongs to the universal ribosomal protein uS8 family.
224308.BSU01310	rplF	179	Ribosomal protein L6 (BL8); This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7/L12 stalk, and near the tRNA binding site of the peptidyltransferase center.
224308.BSU01320	rplR	120	Ribosomal protein L18; This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance.
224308.BSU01330	rpsE	166	Ribosomal protein S5; With S4 and S12 plays an important role in translational accuracy; many suppressors of streptomycin-dependent mutants of protein S12 are found in this protein, some but not all of which decrease translational accuracy (ram, ribosomal ambiguity mutations); Belongs to the universal ribosomal protein uS5 family.
224308.BSU01340	rpmD	59	Ribosomal protein L30 (BL27); Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; Product type s: structure.
224308.BSU01350	rplO	146	Ribosomal protein L15; Binds to the 23S rRNA; Belongs to the universal ribosomal protein uL15 family.
224308.BSU01360	secY	431	Preprotein translocase subunit; The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently.
224308.BSU01370	adk	217	Adenylate kinase; Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism; Belongs to the adenylate kinase family.
224308.BSU01380	mapA	248	Methionine aminopeptidase; Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed.
224308.BSU01389	ybzG	74	Putative ribosomal protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative factor.
224308.BSU01390	infA	72	Initiation factor IF-I; One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre-initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initiation complex.
224308.BSU01400	rpmJ	37	Ribosomal protein L36 (ribosomal protein B); Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; Product type f: factor.
224308.BSU01410	rpsM	121	Ribosomal protein S13; Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits; these bridges are implicated in subunit movement. Contacts the tRNAs in the A and P-sites. Belongs to the universal ribosomal protein uS13 family.
224308.BSU01420	rpsK	131	Ribosomal protein S11 (BS11); Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine- Dalgarno cleft in the 70S ribosome; Belongs to the universal ribosomal protein uS11 family.
224308.BSU01430	rpoA	314	RNA polymerase (alpha subunit); DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.
224308.BSU01440	rplQ	120	Ribosomal protein L17 (BL15); Evidence 1a: Function experimentally demonstrated in the studied strain; Product type s: structure.
224308.BSU01450	ecfA	281	Energizing coupling factor of ABC influx transporter (ATP-binding protein); ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates.
224308.BSU01460	ecfAB	276	Energizing coupling factor of ABC influx transporter (ATP-binding protein); ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates.
224308.BSU01470	ecfT	265	Component of the influx ECF transporters; Transmembrane (T) component of an energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates (By similarity). Involved in riboflavin transport.
224308.BSU01480	truA	247	Pseudouridylate synthase I; Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs.
224308.BSU01490	rplM	145	Ribosomal protein L13; This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly.
224308.BSU01500	rpsI	130	Ribosomal protein S9; Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; Product type s: structure.
224308.BSU01510	ybaJ	255	Putative methyltransferase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the methyltransferase superfamily.
224308.BSU01520	ybaK	147	Putative alkylated deoxynucleotide triphosphohydrolase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU01530	cwlD	237	N-acetylmuramoyl-L-alanine amidase; Cleaves the peptide side chain from the N-acetylmuramic acid residues in peptidoglycan. This is a step in the formation of muramic delta-lactam residues in spore cortex.
224308.BSU01540	salA	352	Mrp family regulator; Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP; Belongs to the Mrp/NBP35 ATP-binding proteins family.
224308.BSU01550	gerD	185	Lipoprotein with a role in spores' rapid response to nutrient germinants; May be involved in fructose recognition during germination.
224308.BSU01560	kbaA	198	Inner membrane protein involved in activation of the KinB signaling pathway to sporulation; Involved in the activation of the KinB signaling pathway of sporulation.
224308.BSU01570	ybaN	254	Polysaccharide deacetylase involved in sporulation; Necessary to maintain spores after the late stage of sporulation. Might be involved in cortex formation.
224308.BSU01580	ybaR	478	Putative permease; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type m: membrane component.
224308.BSU01590	ybaS	306	Putative sodium dependent transporter; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
224308.BSU01600	ybbA	250	Putative iron-chelator esterase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
